id,months_on_book,status,dpd,payment_amount
4149,53,Default,66,12863
4150,54,Paid,107,8047
4151,54,Paid,107,7359
4152,33,Paid,15,590
4153,7,Paid,77,8993
4154,6,Paid,39,9229
4155,54,Paid,117,606
4156,1,Paid,108,4353
4157,39,Paid,47,9921
4158,46,Paid,110,894
4159,38,Paid,45,12457
4160,42,Paid,4,3579
4161,50,Late,24,9370
4162,48,Paid,37,6658
4163,44,Paid,53,8439
4164,29,Paid,92,4788
4165,11,Late,80,11414
4166,28,Late,72,13288
4167,56,Paid,81,505
4168,40,Paid,75,14950
4169,15,Paid,44,7733
4170,30,Paid,112,2274
4171,23,Paid,38,1478
4172,12,Paid,27,12882
4173,55,Late,52,7848
4174,28,Paid,53,3270
4175,31,Paid,95,10731
4176,30,Late,19,10634
4177,59,Paid,103,8636
4178,39,Paid,54,6662
4179,16,Paid,64,1024
4180,30,Default,75,9649
4181,4,Paid,21,10863
4182,33,Late,50,8955
4183,57,Paid,71,2924
4184,33,Paid,11,4401
4185,28,Paid,101,5711
4186,21,Paid,58,3918
4187,15,Paid,53,7211
4188,26,Paid,52,12904
4189,14,Paid,87,5913
4190,57,Paid,37,7005
4191,15,Late,102,7484
4192,2,Late,104,8450
4193,16,Late,91,2097
4194,37,Late,11,5808
4195,59,Paid,94,12065
4196,11,Late,101,6037
4197,11,Paid,101,4108
4198,33,Paid,91,4084
4199,2,Paid,72,3006
4200,33,Paid,85,7938
4201,3,Paid,6,3021
4202,20,Paid,67,10274
4203,33,Paid,28,5780
4204,26,Paid,116,7460
4205,49,Paid,119,5462
4206,34,Paid,44,1505
4207,14,Paid,9,2958
4208,52,Paid,105,12199
4209,29,Late,84,1223
4210,2,Paid,3,1791
4211,50,Paid,23,7021
4212,8,Late,84,1261
4213,27,Paid,81,7088
4214,8,Paid,25,12184
4215,7,Paid,55,12793
4216,11,Paid,71,5575
4217,52,Paid,22,5834
4218,39,Late,110,9154
4219,30,Paid,8,13170
4220,54,Default,24,3919
4221,39,Paid,99,11541
4222,49,Late,31,6011
4223,47,Paid,6,5113
4224,21,Paid,96,4783
4225,21,Paid,58,14989
4226,7,Late,58,3748
4227,20,Paid,94,10501
4228,49,Default,61,12914
4229,51,Paid,16,3713
4230,14,Paid,34,11655
4231,20,Paid,85,10141
4232,5,Late,57,11488
4233,31,Paid,28,14828
4234,12,Paid,62,11108
4235,56,Late,55,11700
4236,56,Paid,116,4170
4237,12,Paid,114,2353
4238,2,Late,62,12333
4239,26,Late,81,13531
4240,4,Paid,46,12704
4241,30,Paid,73,5018
4242,34,Paid,14,1414
4243,37,Paid,119,9595
4244,20,Paid,56,10992
4245,2,Paid,6,3211
4246,45,Paid,101,5480
4247,35,Paid,77,4319
4248,15,Late,89,4843
4249,51,Late,17,12803
4250,48,Paid,81,10112
4251,14,Paid,5,13925
4252,55,Paid,108,9708
4253,36,Paid,42,5009
4254,49,Paid,88,1664
4255,53,Paid,56,10440
4256,54,Paid,40,9030
4257,54,Paid,75,10894
4258,30,Default,50,13209
4259,44,Paid,60,991
4260,58,Paid,93,8729
4261,27,Late,18,11942
4262,2,Late,20,3722
4263,21,Paid,79,13443
4264,52,Late,34,5665
4265,14,Late,70,14539
4266,27,Paid,53,3058
4267,21,Paid,105,9631
4268,23,Paid,82,6757
4269,35,Paid,101,3267
4270,48,Paid,25,14244
4271,8,Paid,40,10115
4272,59,Paid,81,11149
4273,12,Paid,11,6595
4274,28,Paid,4,13020
4275,41,Late,25,6658
4276,33,Paid,4,9901
4277,33,Late,37,11611
4278,9,Late,81,7685
4279,15,Paid,5,13526
4280,10,Default,0,3768
4281,49,Paid,74,7953
4282,2,Paid,79,6802
4283,3,Paid,89,4236
4284,23,Late,38,1886
4285,10,Paid,48,1362
4286,19,Paid,81,2538
4287,41,Paid,99,2757
4288,18,Paid,36,12762
4289,35,Paid,89,11699
4290,41,Paid,96,3043
4291,54,Paid,0,1428
4292,59,Paid,90,5600
4293,43,Paid,36,2678
4294,9,Paid,85,9127
4295,31,Paid,18,11597
4296,30,Late,76,13647
4297,37,Paid,36,7955
4298,52,Paid,113,14372
4299,50,Late,55,2712
4300,12,Late,66,10810
4301,17,Paid,90,9999
4302,27,Default,34,13843
4303,21,Default,72,8860
4304,49,Paid,83,919
4305,48,Paid,25,12873
4306,54,Paid,45,4476
4307,27,Paid,34,6404
4308,54,Paid,84,7677
4309,14,Paid,95,13316
4310,55,Late,21,14379
4311,41,Late,13,5341
4312,54,Late,28,8830
4313,13,Paid,57,8992
4314,3,Paid,30,3404
4315,24,Late,16,14962
4316,32,Paid,22,1028
4317,37,Paid,58,6835
4318,56,Paid,35,11214
4319,8,Late,88,4205
4320,35,Late,81,12330
4321,23,Paid,58,6850
4322,16,Paid,79,14072
4323,36,Paid,1,606
4324,9,Paid,89,12395
4325,39,Late,97,5952
4326,58,Paid,11,12526
4327,18,Paid,111,2361
4328,49,Paid,9,8733
4329,54,Paid,92,7367
4330,31,Paid,119,6454
4331,38,Late,1,8822
4332,42,Paid,15,11860
4333,37,Paid,35,9525
4334,47,Paid,105,7148
4335,34,Paid,48,8664
4336,47,Default,35,14096
4337,41,Paid,85,8129
4338,6,Paid,5,5498
4339,36,Paid,98,2143
4340,55,Late,104,7287
4341,14,Paid,100,9893
4342,41,Late,94,1288
4343,24,Paid,104,1740
4344,33,Paid,108,4988
4345,51,Late,1,14511
4346,42,Paid,98,6655
4347,50,Paid,27,2859
4348,19,Paid,6,5112
4349,29,Paid,20,8626
4350,53,Late,61,4048
4351,6,Paid,107,2318
4352,3,Late,88,2138
4353,18,Paid,81,1799
4354,21,Paid,40,9331
4355,29,Paid,108,784
4356,52,Default,42,9962
4357,53,Paid,76,14022
4358,42,Paid,7,6935
4359,52,Paid,116,11860
4360,36,Paid,110,9339
4361,31,Paid,13,3729
4362,8,Late,80,7856
4363,32,Paid,76,3823
4364,16,Paid,10,11605
4365,22,Late,9,7661
4366,2,Paid,80,13172
4367,51,Paid,28,10182
4368,15,Paid,107,1514
4369,40,Paid,54,6305
4370,17,Paid,1,3333
4371,13,Late,0,13098
4372,54,Paid,46,3140
4373,35,Paid,90,8797
4374,25,Late,82,3090
4375,10,Paid,17,10803
4376,45,Paid,34,14087
4377,11,Paid,72,8043
4378,33,Paid,61,11024
4379,14,Paid,24,6874
4380,34,Late,85,12702
4381,22,Paid,76,4552
4382,44,Paid,106,2730
4383,4,Paid,28,1425
4384,44,Default,114,11284
4385,26,Paid,85,3205
4386,1,Paid,79,3492
4387,10,Paid,18,12968
4388,36,Late,71,4861
4389,2,Paid,75,6159
4390,29,Paid,116,1876
4391,25,Default,65,5082
4392,23,Paid,68,13678
4393,54,Paid,77,1413
4394,30,Paid,79,6494
4395,25,Paid,114,12336
4396,13,Paid,97,3452
4397,40,Paid,105,7887
4398,34,Paid,9,8367
4399,35,Paid,71,14410
4400,15,Paid,107,3213
4401,39,Paid,24,5604
4402,42,Paid,114,14878
4403,20,Paid,26,11284
4404,43,Paid,60,7431
4405,22,Paid,9,1539
4406,25,Paid,35,10566
4407,55,Late,38,7315
4408,14,Default,6,8297
4409,19,Paid,14,9214
4410,46,Paid,113,11745
4411,22,Late,12,13919
4412,23,Paid,32,13403
4413,1,Late,98,4913
4414,39,Paid,65,10381
4415,30,Paid,103,1642
4416,5,Paid,10,10740
4417,30,Default,20,1241
4418,7,Paid,77,5375
4419,13,Paid,88,812
4420,31,Paid,22,3644
4421,7,Late,43,6971
4422,54,Late,64,14318
4423,29,Paid,69,9298
4424,51,Late,35,12934
4425,25,Paid,61,2131
4426,13,Paid,112,6762
4427,48,Paid,81,13074
4428,53,Paid,112,521
4429,57,Paid,41,11719
4430,15,Late,100,12908
4431,51,Default,68,13887
4432,30,Paid,51,13894
4433,7,Late,0,2904
4434,5,Late,29,3125
4435,14,Paid,0,12023
4436,30,Paid,47,13457
4437,23,Late,13,14986
4438,16,Paid,91,1453
4439,24,Paid,30,12713
4440,43,Paid,61,7598
4441,56,Paid,86,4408
4442,21,Paid,105,5114
4443,43,Paid,30,4159
4444,30,Paid,6,10844
4445,12,Late,19,8894
4446,53,Paid,83,8225
4447,45,Paid,30,4591
4448,40,Paid,8,2330
4449,30,Paid,10,8886
4450,38,Paid,5,4554
4451,22,Late,42,6966
4452,2,Paid,58,6231
4453,23,Paid,109,6377
4454,42,Paid,17,2138
4455,23,Paid,28,8907
4456,22,Default,0,14492
4457,30,Late,117,10708
4458,27,Paid,43,14867
4459,34,Paid,32,3281
4460,11,Paid,66,1175
4461,29,Paid,37,3446
4462,37,Paid,108,6073
4463,6,Paid,100,6483
4464,16,Paid,40,3641
4465,20,Late,15,13483
4466,10,Paid,37,7262
4467,46,Paid,62,13367
4468,38,Paid,98,7735
4469,37,Paid,89,3712
4470,59,Late,99,11684
4471,10,Paid,84,13550
4472,44,Paid,99,1758
4473,25,Late,82,1462
4474,59,Paid,8,5974
4475,22,Paid,26,5087
4476,32,Paid,30,11554
4477,17,Paid,14,12355
4478,26,Paid,95,5643
4479,16,Paid,28,8331
4480,10,Default,8,7980
4481,17,Paid,43,7009
4482,2,Late,100,14475
4483,2,Default,80,3801
4484,29,Default,112,3384
4485,46,Paid,59,7986
4486,59,Paid,77,9191
4487,4,Late,38,13958
4488,30,Paid,50,11194
4489,58,Late,39,6517
4490,12,Late,117,5819
4491,34,Paid,62,12599
4492,14,Paid,5,747
4493,24,Paid,37,9939
4494,24,Paid,31,3809
4495,59,Paid,5,8676
4496,18,Paid,114,7545
4497,25,Late,53,11359
4498,25,Paid,50,10419
4499,41,Late,116,4324
4500,25,Late,95,8155
4501,28,Paid,112,11348
4502,30,Paid,97,12541
4503,55,Paid,33,14039
4504,25,Late,75,6262
4505,24,Late,8,3106
4506,58,Paid,4,10456
4507,40,Paid,80,4046
4508,39,Paid,91,14411
4509,13,Paid,113,14626
4510,2,Default,60,10067
4511,34,Late,85,13739
4512,16,Late,5,13244
4513,48,Paid,49,8515
4514,24,Paid,31,13093
4515,50,Paid,18,8451
4516,2,Paid,115,9975
4517,29,Paid,57,4068
4518,39,Paid,47,3454
4519,39,Paid,108,5643
4520,17,Paid,16,13026
4521,59,Paid,59,5778
4522,23,Paid,9,12581
4523,12,Paid,78,5963
4524,13,Paid,49,1899
4525,5,Late,102,11851
4526,15,Paid,37,8691
4527,53,Late,111,12014
4528,2,Paid,84,10601
4529,6,Late,39,5975
4530,36,Late,2,4755
4531,23,Paid,93,3650
4532,13,Paid,78,6089
4533,2,Paid,90,11054
4534,56,Paid,30,4053
4535,5,Paid,15,13530
4536,40,Late,27,11263
4537,16,Paid,44,8412
4538,39,Paid,103,3165
4539,35,Paid,36,9589
4540,57,Paid,42,14234
4541,41,Paid,72,3561
4542,45,Paid,72,3365
4543,34,Paid,75,13606
4544,19,Paid,27,2450
4545,43,Paid,70,11492
4546,26,Paid,59,652
4547,42,Paid,63,2794
4548,43,Paid,59,13100
4549,17,Paid,98,11663
4550,49,Paid,35,4384
4551,35,Paid,46,781
4552,12,Paid,37,2743
4553,35,Paid,64,4624
4554,37,Paid,33,2626
4555,6,Paid,21,13525
4556,52,Paid,93,2416
4557,10,Paid,83,5972
4558,43,Paid,50,2115
4559,23,Paid,71,14363
4560,19,Late,44,14682
4561,52,Late,70,11256
4562,43,Paid,1,12263
4563,53,Paid,57,9557
4564,8,Paid,93,6576
4565,9,Paid,11,11657
4566,3,Default,99,8728
4567,33,Late,105,4669
4568,2,Paid,101,1644
4569,34,Paid,26,2066
4570,35,Late,97,10477
4571,18,Paid,37,8981
4572,27,Paid,74,5160
4573,49,Paid,19,5958
4574,44,Late,93,10328
4575,27,Paid,42,5128
4576,38,Late,31,10123
4577,39,Paid,89,4179
4578,17,Paid,22,6451
4579,9,Paid,40,12625
4580,32,Paid,87,3800
4581,23,Paid,1,14681
4582,44,Paid,61,9476
4583,14,Late,104,5409
4584,11,Paid,95,2775
4585,4,Paid,119,12946
4586,51,Paid,52,7717
4587,38,Paid,56,9893
4588,51,Paid,47,8990
4589,48,Late,78,1028
4590,16,Paid,5,12609
4591,36,Paid,15,12473
4592,25,Paid,10,3281
4593,5,Paid,108,5541
4594,10,Paid,45,2446
4595,5,Paid,72,4123
4596,41,Late,56,12824
4597,18,Paid,66,14418
4598,55,Paid,6,5251
4599,23,Paid,51,576
4600,38,Paid,51,5058
4601,14,Paid,29,2061
4602,52,Paid,54,12206
4603,23,Paid,21,3024
4604,48,Late,3,2228
4605,35,Late,4,4500
4606,57,Paid,21,6959
4607,33,Paid,67,623
4608,38,Late,103,6054
4609,1,Paid,3,13653
4610,6,Paid,42,4915
4611,21,Paid,108,6627
4612,27,Paid,14,11221
4613,5,Paid,15,1904
4614,27,Paid,105,10420
4615,58,Paid,83,11572
4616,44,Default,57,7813
4617,6,Paid,73,3027
4618,40,Paid,32,8146
4619,25,Paid,94,5296
4620,51,Paid,101,2675
4621,5,Late,107,8432
4622,15,Late,64,3781
4623,46,Paid,24,3380
4624,48,Paid,36,7088
4625,38,Late,17,6623
4626,17,Late,24,7998
4627,17,Paid,119,1393
4628,48,Late,14,6835
4629,33,Paid,67,8977
4630,18,Late,34,1244
4631,36,Late,67,2161
4632,54,Late,41,1103
4633,3,Paid,83,14669
4634,25,Late,11,2506
4635,35,Paid,93,11389
4636,45,Paid,104,7230
4637,20,Late,21,8298
4638,36,Paid,35,12640
4639,43,Paid,33,12255
4640,31,Paid,90,4665
4641,21,Late,24,13584
4642,37,Paid,38,6665
4643,34,Paid,75,11137
4644,38,Paid,58,11641
4645,57,Paid,75,2847
4646,37,Paid,84,6706
4647,1,Late,49,7333
4648,57,Default,60,3565
4649,55,Paid,32,3946
4650,31,Paid,6,14448
4651,23,Late,18,8496
4652,43,Paid,87,9735
4653,38,Paid,108,9662
4654,49,Paid,19,9141
4655,11,Late,4,8287
4656,39,Paid,93,13132
4657,48,Late,114,4226
4658,20,Paid,6,4586
4659,37,Paid,19,7065
4660,7,Paid,46,14456
4661,35,Late,80,2818
4662,2,Late,116,6605
4663,59,Late,97,11774
4664,33,Late,6,5030
4665,40,Paid,74,532
4666,24,Paid,81,5208
4667,39,Paid,93,10096
4668,10,Late,83,7831
4669,46,Paid,63,12700
4670,9,Late,65,5977
4671,58,Default,6,11242
4672,43,Paid,90,830
4673,33,Paid,14,14486
4674,51,Paid,82,4586
4675,21,Paid,33,5420
4676,14,Paid,65,9011
4677,50,Paid,27,8892
4678,23,Paid,65,13374
4679,12,Paid,10,14300
4680,22,Paid,69,3476
4681,28,Paid,55,7392
4682,27,Paid,22,9748
4683,10,Paid,109,13390
4684,18,Late,9,1413
4685,24,Default,96,12081
4686,3,Paid,82,12578
4687,4,Paid,74,1617
4688,30,Paid,23,816
4689,21,Paid,59,4931
4690,22,Paid,119,9739
4691,28,Default,91,10420
4692,9,Paid,108,4414
4693,44,Paid,11,7929
4694,41,Late,91,4671
4695,41,Late,118,4877
4696,16,Paid,4,2374
4697,56,Paid,18,1460
4698,37,Paid,71,3816
4699,5,Paid,107,14805
4700,14,Paid,36,13489
4701,52,Paid,27,5959
4702,14,Paid,43,12031
4703,47,Paid,42,12427
4704,16,Paid,68,11219
4705,39,Paid,71,8175
4706,43,Paid,111,5402
4707,4,Late,87,7485
4708,37,Paid,119,13449
4709,14,Paid,19,8611
4710,41,Paid,98,8943
4711,23,Late,5,8674
4712,9,Paid,68,5825
4713,24,Default,73,4087
4714,11,Late,116,3600
4715,28,Paid,91,10873
4716,19,Paid,11,12834
4717,19,Paid,116,2090
4718,12,Paid,14,10715
4719,47,Late,66,3293
4720,34,Paid,86,1114
4721,12,Paid,62,6058
4722,3,Late,116,9705
4723,30,Paid,115,8937
4724,58,Paid,35,8612
4725,47,Late,6,908
4726,46,Paid,0,11424
4727,51,Paid,71,11899
4728,35,Paid,90,7148
4729,15,Paid,48,4350
4730,43,Late,21,3956
4731,22,Paid,51,1977
4732,9,Paid,94,2905
4733,28,Late,42,11407
4734,29,Late,38,2940
4735,39,Paid,74,597
4736,39,Paid,42,3620
4737,39,Paid,53,2485
4738,17,Paid,20,14473
4739,4,Paid,116,4506
4740,57,Paid,14,10800
4741,4,Paid,91,5862
4742,7,Paid,37,1895
4743,2,Paid,22,5430
4744,54,Paid,90,9118
4745,37,Paid,82,10912
4746,10,Paid,108,8003
4747,18,Paid,79,10268
4748,28,Paid,75,9297
4749,59,Default,50,8838
4750,46,Paid,22,8991
4751,35,Paid,50,5645
4752,35,Paid,70,14467
4753,51,Paid,113,3465
4754,30,Late,119,6265
4755,21,Late,45,9240
4756,58,Paid,109,3512
4757,25,Late,117,4574
4758,13,Paid,93,4801
4759,7,Paid,60,11201
4760,6,Paid,15,10172
4761,20,Paid,113,6811
4762,45,Default,59,875
4763,5,Paid,31,5822
4764,38,Paid,40,9597
4765,44,Paid,59,13458
4766,40,Paid,20,14249
4767,25,Paid,67,11560
4768,18,Paid,6,8560
4769,24,Default,90,1682
4770,15,Paid,106,7148
4771,8,Paid,69,9347
4772,13,Paid,19,5976
4773,39,Paid,43,14905
4774,48,Paid,43,4894
4775,52,Paid,11,8814
4776,25,Paid,58,3838
4777,23,Late,77,12707
4778,5,Late,105,2154
4779,52,Paid,33,1947
4780,22,Paid,115,8582
4781,47,Paid,43,10292
4782,22,Paid,80,3757
4783,25,Paid,39,8846
4784,55,Late,83,6600
4785,47,Late,1,2716
4786,1,Paid,60,9601
4787,4,Paid,20,8428
4788,52,Paid,11,4935
4789,53,Paid,76,6488
4790,32,Paid,64,8914
4791,53,Paid,81,11253
4792,26,Paid,77,4037
4793,36,Paid,94,8681
4794,15,Paid,87,13512
4795,35,Default,11,13900
4796,38,Paid,51,1536
4797,27,Paid,88,13847
4798,14,Paid,99,12356
4799,34,Paid,13,9407
4800,25,Paid,17,12189
4801,54,Default,23,713
4802,27,Paid,25,10635
4803,21,Late,93,514
4804,48,Late,60,12922
4805,35,Paid,67,14454
4806,52,Default,63,12656
4807,6,Paid,39,5022
4808,35,Paid,28,12301
4809,26,Late,17,10272
4810,55,Late,67,11279
4811,15,Paid,58,3432
4812,5,Paid,96,13654
4813,26,Late,55,10784
4814,33,Paid,101,2331
4815,25,Paid,108,13882
4816,57,Paid,65,2843
4817,17,Paid,114,14789
4818,52,Paid,11,11517
4819,44,Late,21,11734
4820,20,Paid,61,3824
4821,42,Paid,25,9507
4822,56,Late,13,14722
4823,2,Paid,8,9376
4824,55,Paid,73,4323
4825,8,Paid,6,7853
4826,19,Paid,104,5093
4827,29,Paid,46,2694
4828,48,Paid,57,3691
4829,58,Late,19,6819
4830,19,Paid,78,13293
4831,9,Paid,55,9743
4832,8,Paid,42,1951
4833,49,Paid,113,2506
4834,15,Late,97,4617
4835,34,Paid,59,13897
4836,4,Paid,51,7125
4837,27,Paid,114,11039
4838,38,Default,87,12377
4839,47,Paid,65,995
4840,13,Late,19,2578
4841,32,Paid,12,9806
4842,35,Paid,24,3832
4843,52,Paid,35,13277
4844,48,Paid,2,9715
4845,46,Paid,46,8080
4846,36,Paid,11,10936
4847,10,Default,59,626
4848,55,Late,96,2373
4849,23,Paid,27,2640
4850,23,Paid,74,7349
4851,4,Paid,80,7937
4852,44,Paid,103,6602
4853,5,Paid,13,5038
4854,4,Late,30,6184
4855,30,Paid,68,12432
4856,41,Paid,110,6618
4857,52,Paid,65,4824
4858,33,Paid,59,14227
4859,48,Paid,102,2852
4860,40,Paid,76,14928
4861,13,Late,19,10227
4862,54,Paid,10,7535
4863,18,Late,77,1908
4864,32,Paid,105,1398
4865,33,Paid,3,7110
4866,58,Paid,51,6849
4867,7,Paid,46,9619
4868,14,Paid,66,778
4869,40,Paid,10,4574
4870,48,Paid,115,14989
4871,14,Default,49,12101
4872,10,Late,88,4574
4873,41,Paid,22,8130
4874,59,Paid,80,8919
4875,52,Late,61,7646
4876,39,Late,52,7433
4877,37,Paid,94,14591
4878,46,Paid,13,10733
4879,18,Paid,46,7218
4880,19,Paid,17,12750
4881,40,Paid,66,1123
4882,42,Paid,108,14151
4883,43,Paid,98,9603
4884,37,Paid,102,14309
4885,47,Paid,82,10852
4886,3,Late,22,6530
4887,56,Paid,94,3133
4888,55,Paid,59,10202
4889,7,Paid,58,10360
4890,7,Paid,87,5086
4891,53,Paid,49,1640
4892,52,Paid,60,12886
4893,54,Late,16,9540
4894,38,Paid,53,13606
4895,54,Late,90,14705
4896,59,Paid,8,5585
4897,56,Paid,31,13687
4898,6,Paid,77,7586
4899,10,Paid,21,4584
4900,52,Paid,39,6793
4901,58,Late,77,9746
4902,58,Paid,100,9872
4903,44,Paid,119,13736
4904,36,Paid,51,12291
4905,37,Paid,77,12842
4906,55,Paid,27,13772
4907,48,Paid,43,6788
4908,27,Late,53,1541
4909,45,Paid,103,2456
4910,1,Paid,96,4143
4911,1,Paid,47,5904
4912,48,Paid,21,7388
4913,21,Paid,103,9934
4914,37,Paid,100,12370
4915,59,Late,34,11978
4916,28,Paid,44,3165
4917,49,Paid,27,4940
4918,55,Paid,100,7918
4919,39,Paid,66,7049
4920,36,Paid,85,9257
4921,2,Paid,109,1472
4922,2,Paid,37,9028
4923,4,Late,52,13856
4924,2,Paid,102,2138
4925,1,Paid,86,2471
4926,49,Late,5,10607
4927,40,Paid,13,14253
4928,18,Paid,85,1652
4929,41,Late,35,12970
4930,34,Paid,83,8925
4931,27,Paid,50,3426
4932,59,Paid,105,5920
4933,36,Paid,86,6404
4934,55,Paid,76,11269
4935,39,Paid,43,11997
4936,26,Paid,109,2151
4937,11,Late,44,10108
4938,40,Default,114,3149
4939,3,Paid,72,6740
4940,49,Late,111,5695
4941,28,Paid,40,8414
4942,36,Paid,5,7262
4943,16,Late,109,1154
4944,35,Late,91,14183
4945,59,Paid,6,3009
4946,52,Paid,82,12796
4947,22,Default,94,1682
4948,16,Default,98,10325
4949,33,Paid,92,1909
4950,13,Paid,46,12889
4951,49,Paid,107,12896
4952,28,Late,32,5209
4953,44,Paid,106,2925
4954,16,Paid,21,9332
4955,2,Paid,66,14386
4956,26,Paid,112,14575
4957,42,Paid,76,1504
4958,28,Paid,103,14869
4959,3,Paid,12,12746
4960,44,Paid,103,11444
4961,21,Paid,103,14548
4962,32,Late,55,867
4963,57,Paid,76,6140
4964,6,Late,11,762
4965,5,Paid,4,2081
4966,24,Paid,76,3480
4967,1,Paid,54,8301
4968,23,Late,75,12134
4969,16,Paid,114,5284
4970,8,Paid,73,9467
4971,45,Paid,14,13616
4972,25,Paid,65,10903
4973,46,Paid,37,10613
4974,11,Late,79,874
4975,57,Paid,96,6119
4976,12,Paid,97,2592
4977,45,Paid,54,13415
4978,8,Paid,88,12153
4979,10,Paid,54,9957
4980,35,Late,46,3480
4981,38,Paid,89,11692
4982,21,Paid,111,11199
4983,51,Late,103,10758
4984,18,Late,13,5927
4985,18,Paid,119,2256
4986,58,Paid,105,6342
4987,58,Paid,14,7442
4988,26,Paid,34,12834
4989,20,Paid,101,8602
4990,25,Paid,30,10448
4991,31,Paid,33,3366
4992,18,Paid,72,3370
4993,16,Late,6,11656
4994,53,Paid,114,12692
4995,45,Paid,37,13064
4996,56,Paid,0,10092
4997,58,Paid,86,7165
4998,43,Default,13,11555
4999,18,Paid,24,7980
5000,48,Late,116,9855
