id,num_loans,num_defaults,total_loan_amount,total_repaid_amount,avg_dpd
3786,8,0,51906,133363,13
3787,3,2,184864,77937,7
3788,8,1,326358,51907,31
3789,3,2,366202,225290,10
3790,7,2,286683,19613,68
3791,7,3,308440,363615,49
3792,1,3,95166,264955,36
3793,9,1,409800,302826,44
3794,7,1,481252,1769,68
3795,1,3,107507,362947,65
3796,7,2,159450,197885,25
3797,5,3,434405,26378,29
3798,2,2,175392,200916,76
3799,6,0,428643,179696,37
3800,5,1,165292,323390,26
3801,2,3,499313,342245,80
3802,4,2,182785,206043,50
3803,3,0,247250,255879,14
3804,5,2,26329,180815,61
3805,0,1,157040,97953,29
3806,0,3,390845,172043,31
3807,7,2,107472,225416,49
3808,7,1,462627,202673,6
3809,8,3,49122,27175,38
3810,7,0,359157,305268,60
3811,1,2,270011,147081,15
3812,4,3,382279,164716,74
3813,7,3,258739,242093,36
3814,8,3,226014,346220,52
3815,5,1,274546,168895,77
3816,3,0,247493,47702,22
3817,8,0,165323,356015,58
3818,3,1,491623,396281,27
3819,5,2,303199,207819,68
3820,4,1,87085,299835,87
3821,0,0,415033,393467,50
3822,3,1,20420,119630,81
3823,9,0,23203,2383,67
3824,2,0,271309,394175,86
3825,7,0,456102,215867,72
3826,6,0,269376,341844,10
3827,9,2,445446,346859,34
3828,0,0,31249,50173,10
3829,7,3,168979,319292,70
3830,6,3,123022,94649,16
3831,1,0,102879,66004,54
3832,9,0,238627,220629,81
3833,3,1,179410,74928,25
3834,1,2,31079,143624,46
3835,8,0,462335,126800,25
3836,7,1,393059,396526,56
3837,0,0,238792,177544,80
3838,0,2,457506,117801,73
3839,7,2,51991,128431,78
3840,4,3,427051,15944,47
3841,0,2,329933,190370,25
3842,3,3,191505,306244,40
3843,1,2,365166,129671,27
3844,8,1,462515,284392,18
3845,9,2,471834,368650,0
3846,5,1,373841,48531,33
3847,8,3,156641,168206,87
3848,0,1,444265,2376,40
3849,0,3,135792,103614,87
3850,3,2,485704,362611,81
3851,1,1,17873,257680,64
3852,0,1,22853,75606,73
3853,5,3,42664,174689,3
3854,7,2,120673,186994,13
3855,0,0,205161,295937,62
3856,9,0,30252,166413,20
3857,9,1,457464,122476,63
3858,5,3,435732,328876,25
3859,0,3,314605,70743,68
3860,7,3,144101,150134,78
3861,5,2,200159,273316,23
3862,0,2,57201,138066,9
3863,8,2,269033,273179,80
3864,0,0,39596,154046,31
3865,8,1,53146,375128,72
3866,2,2,85705,292197,30
3867,7,1,356445,98307,14
3868,7,3,411943,135290,49
3869,6,2,200488,96541,2
3870,1,2,259715,275809,34
3871,2,2,453679,194550,53
3872,4,1,26134,389310,76
3873,4,0,365133,265145,85
3874,1,0,212203,312318,70
3875,0,3,280819,324919,83
3876,4,1,399575,59557,25
3877,4,2,168924,271291,82
3878,2,0,188399,187527,34
3879,7,3,137213,131708,27
3880,5,0,186285,131432,15
3881,1,1,224616,52290,47
3882,1,3,435215,219739,80
3883,3,1,324563,82626,87
3884,5,3,306350,230868,68
3885,8,1,283843,349643,75
3886,7,2,423288,398451,21
3887,7,2,325443,223670,11
3888,1,1,423412,77819,57
3889,3,1,336319,105299,38
3890,5,0,380801,287034,35
3891,5,0,373657,394010,5
3892,9,3,264962,301441,47
3893,5,1,320823,64470,7
3894,7,1,30191,109116,69
3895,7,1,5148,68172,54
3896,6,0,91234,149394,60
3897,4,0,142221,337795,82
3898,5,2,161318,279348,88
3899,5,3,385513,152576,9
3900,2,0,61134,285530,47
3901,2,3,407426,262150,65
3902,6,3,89862,362939,23
3903,5,0,227458,284854,27
3904,4,1,16324,189583,33
3905,5,1,227686,330046,56
3906,5,2,338685,24618,66
3907,3,1,277451,365222,25
3908,4,1,354624,14322,62
3909,6,0,181380,388482,21
3910,0,3,394948,194700,35
3911,9,1,87803,205939,77
3912,5,0,384503,327112,36
3913,4,3,129432,98691,2
3914,5,0,426532,271841,89
3915,0,1,288714,329517,73
3916,3,1,355010,51091,63
3917,7,0,213855,267452,89
3918,3,2,433546,1558,22
3919,9,3,121589,322571,70
3920,7,3,81781,328249,57
3921,7,1,245230,337939,11
3922,1,0,95266,367532,85
3923,5,0,455048,278398,51
3924,6,1,485590,157054,10
3925,6,0,114389,250942,8
3926,0,1,38155,200714,4
3927,3,2,21387,113476,69
3928,6,3,138499,162084,70
3929,5,2,162386,59064,17
3930,2,0,153490,267405,78
3931,9,3,382547,188571,64
3932,9,1,160342,382842,78
3933,0,1,498052,385706,53
3934,4,3,273472,79358,8
3935,7,2,243745,126977,70
3936,2,2,269046,323322,59
3937,4,1,284449,296590,8
3938,8,0,5693,361025,43
3939,7,1,118151,156871,10
3940,8,0,308770,355409,2
3941,4,0,219243,145923,76
3942,2,3,363874,260710,4
3943,8,3,447469,319920,31
3944,3,1,27197,349220,21
3945,0,3,443529,7319,53
3946,1,1,54110,236102,52
3947,7,3,236176,92598,61
3948,1,2,37839,48711,49
3949,5,2,225658,334964,25
3950,4,2,249071,37949,66
3951,8,3,481019,168399,53
3952,7,0,368497,243298,40
3953,0,3,41671,397682,7
3954,2,2,12408,193864,23
3955,4,1,492538,225983,12
3956,7,0,427464,149903,74
3957,6,2,389788,73811,59
3958,1,3,55585,210074,13
3959,6,1,487958,35717,45
3960,4,3,354610,179814,4
3961,5,1,60000,398725,12
3962,7,2,408110,223133,23
3963,4,1,43415,313070,15
3964,8,1,339370,50630,28
3965,0,1,19102,321649,18
3966,4,2,73747,255176,80
3967,0,1,242495,92196,59
3968,0,3,291447,70496,61
3969,0,0,152763,295501,47
3970,4,3,411290,149772,31
3971,8,1,408297,1014,45
3972,1,1,15173,254699,80
3973,5,2,379386,366668,70
3974,4,3,218078,217489,68
3975,6,1,129042,116651,87
3976,6,2,485634,120817,55
3977,2,2,257970,48859,32
3978,5,2,366313,50274,22
3979,2,2,36812,87677,77
3980,1,1,213548,330598,60
3981,4,1,275488,222854,3
3982,3,2,159071,184267,64
3983,3,2,24095,11492,1
3984,3,3,5617,145715,57
3985,7,2,179369,118960,72
3986,0,2,80246,122953,27
3987,2,1,74457,279468,32
3988,8,0,150291,161989,22
3989,2,3,202545,200375,83
3990,0,1,476910,212218,30
3991,4,2,6614,159199,47
3992,3,2,59382,231221,45
3993,9,2,143507,308199,44
3994,7,3,135460,17942,89
3995,8,2,286052,11135,31
3996,9,0,188955,245407,50
3997,4,3,315606,253273,46
3998,0,3,290058,329268,60
3999,3,2,106711,35121,49
4000,2,3,180932,350404,34
4001,5,3,347482,230350,14
4002,1,0,238030,234818,78
4003,4,1,6264,18973,36
4004,7,0,287851,58402,55
4005,4,1,285213,97960,58
4006,4,0,63318,248839,24
4007,7,2,353232,74361,19
4008,4,0,50051,168555,47
4009,3,3,55704,281913,85
4010,9,3,409737,323772,19
4011,8,3,369766,113818,14
4012,1,2,76181,394134,61
4013,0,0,152940,296221,13
4014,3,1,396427,155008,20
4015,9,0,59956,396401,49
4016,2,0,80966,167278,80
4017,8,1,240785,73061,68
4018,2,0,345524,10972,14
4019,2,3,30557,153256,62
4020,9,1,306271,35656,42
4021,6,0,102579,104392,26
4022,1,1,15385,47590,60
4023,7,1,216466,327278,53
4024,5,2,44665,278998,58
4025,8,1,110653,367440,38
4026,7,1,53619,284085,83
4027,3,2,403464,278541,34
4028,7,2,7612,10862,80
4029,3,3,207591,234389,8
4030,4,3,123479,368338,59
4031,9,1,331349,86058,61
4032,6,2,18344,224818,67
4033,5,1,32014,371951,15
4034,4,1,308186,338497,15
4035,1,0,466848,152141,31
4036,4,1,427340,33258,37
4037,9,2,28984,143347,38
4038,6,0,469515,112185,61
4039,5,0,162335,175072,62
4040,5,2,498997,73582,15
4041,4,3,82302,213317,53
4042,8,2,138061,86225,14
4043,0,0,322304,248087,17
4044,3,2,266627,190945,3
4045,6,2,375059,32695,36
4046,0,3,50757,353812,39
4047,3,1,308955,138752,62
4048,5,2,459873,393113,67
4049,9,1,292179,354149,16
4050,7,2,110789,168785,80
4051,6,2,199272,1194,47
4052,8,3,379077,267395,18
4053,6,2,424403,283733,85
4054,2,3,485697,397746,38
4055,9,2,109613,68236,64
4056,3,0,223563,359273,52
4057,2,0,437272,49456,17
4058,8,3,277905,112612,38
4059,7,2,320050,76836,59
4060,9,0,442536,236216,76
4061,8,2,470956,62407,34
4062,9,3,393727,218724,72
4063,9,2,156963,4890,80
4064,1,1,326388,5692,33
4065,4,3,210185,212664,14
4066,4,3,330499,177115,72
4067,6,1,446261,53969,18
4068,3,2,123181,238008,74
4069,3,0,336813,280514,87
4070,7,3,348572,206083,84
4071,0,3,130846,321250,62
4072,5,0,166952,69774,81
4073,8,2,487521,106871,25
4074,1,0,32891,353834,48
4075,4,2,352178,239403,3
4076,9,1,433149,216587,65
4077,9,0,155109,335621,16
4078,8,3,489675,269636,0
4079,3,0,463949,190206,76
4080,8,3,47465,116134,73
4081,7,1,355458,322476,80
4082,8,2,210816,160406,84
4083,1,3,204123,20978,8
4084,9,0,358087,249695,9
4085,4,1,167940,92666,48
4086,9,3,63916,94373,47
4087,8,0,184790,176996,47
4088,4,1,143742,280176,14
4089,3,0,455663,237269,44
4090,7,2,154488,111872,1
4091,5,3,479774,46342,57
4092,1,0,350321,124532,37
4093,7,1,420816,288552,2
4094,4,2,195497,16005,89
4095,6,0,413938,35279,87
4096,3,3,10281,159236,58
4097,8,1,206626,353350,62
4098,1,1,493143,375033,42
4099,9,2,297099,132202,3
4100,8,0,429411,193246,42
4101,3,2,21720,274954,60
4102,5,1,403824,161705,85
4103,4,3,281171,360555,48
4104,2,1,173132,178448,63
4105,6,0,284522,246070,19
4106,3,1,344173,48568,84
4107,0,3,381806,315457,44
4108,7,3,398315,377030,16
4109,2,2,52709,216837,65
4110,5,1,351174,192062,21
4111,1,0,63701,108741,49
4112,8,3,120708,92402,69
4113,3,3,229141,172552,24
4114,6,0,189001,180493,1
4115,8,1,367779,360661,42
4116,2,3,119452,184812,16
4117,2,2,64086,386722,72
4118,2,3,251635,330975,19
4119,4,0,357237,325146,36
4120,9,1,313822,174632,51
4121,5,3,241681,4267,78
4122,2,3,478625,368161,25
4123,9,1,259370,338081,24
4124,8,1,379049,337357,63
4125,0,2,10889,174054,30
4126,6,3,202598,91683,29
4127,8,2,220466,301425,9
4128,4,2,128563,241306,37
4129,2,0,181878,124002,84
4130,9,3,67891,330549,87
4131,3,1,250802,198413,27
4132,7,2,367483,194779,23
4133,2,0,286907,142110,28
4134,4,0,408053,147845,80
4135,2,3,295692,58113,87
4136,5,0,140314,343366,16
4137,0,0,344869,307985,69
4138,6,3,222904,175510,63
4139,5,2,56580,365434,30
4140,5,0,195190,389967,56
4141,2,2,286715,351796,19
4142,0,2,293208,395831,45
4143,0,2,205348,362880,1
4144,6,1,186067,265060,81
4145,3,3,315215,386108,49
4146,5,3,90198,323321,59
4147,3,2,77801,145855,85
4148,7,0,429987,174678,40
4149,8,1,164956,224591,89
4150,1,1,420668,223992,75
4151,0,3,60952,97093,69
4152,0,1,323196,172907,16
4153,6,2,351359,161054,77
4154,1,2,326001,189725,9
4155,2,3,89817,241744,89
4156,3,3,428447,298982,66
4157,8,1,271071,190863,41
4158,9,0,274643,89840,78
4159,1,1,81736,179851,15
4160,9,3,24491,327279,37
4161,1,2,295719,16549,13
4162,0,2,127052,169187,35
4163,7,0,491809,229565,12
4164,7,0,171071,268736,58
4165,4,1,472010,46872,26
4166,2,2,203688,262445,7
4167,0,1,494811,113809,86
4168,1,0,323137,6377,52
4169,8,3,375187,339590,74
4170,7,1,153724,328755,4
4171,9,1,391533,86778,4
4172,3,2,42459,119392,88
4173,2,2,161496,187724,81
4174,4,2,494514,369996,47
4175,7,1,306674,195112,23
4176,9,2,225684,379825,72
4177,5,2,232784,339237,74
4178,9,0,121562,328355,77
4179,3,2,136673,75849,41
4180,7,3,93179,380663,8
4181,3,0,110348,377936,63
4182,4,1,82929,56942,68
4183,1,1,353844,65332,10
4184,9,2,61664,171179,8
4185,3,3,162060,315334,76
4186,9,0,204190,372401,60
4187,9,2,81578,317299,82
4188,2,0,490616,61385,71
4189,7,2,201703,46659,54
4190,7,0,381117,367468,67
4191,6,0,320516,246083,24
4192,5,1,406641,226272,70
4193,8,0,214584,244758,55
4194,3,3,468429,109042,26
4195,3,1,330623,360585,22
4196,5,2,313429,84406,39
4197,0,2,330864,13850,57
4198,1,0,230399,304620,35
4199,1,1,262500,54551,73
4200,9,1,217772,85948,31
4201,3,2,421374,382318,22
4202,4,3,193437,184138,39
4203,1,3,351872,134060,47
4204,7,1,432219,349641,23
4205,4,1,184079,47857,84
4206,7,2,308099,71481,38
4207,8,1,187746,97720,39
4208,8,2,282176,24781,28
4209,3,3,379255,193304,44
4210,9,1,378574,293855,33
4211,1,3,228419,287687,89
4212,1,3,192574,91256,14
4213,4,0,292137,78525,69
4214,9,2,21936,203674,88
4215,3,2,220579,192286,81
4216,5,2,176540,105225,70
4217,8,0,419793,129964,1
4218,6,2,99002,41171,0
4219,3,0,387924,127596,53
4220,6,1,231713,376911,1
4221,1,0,467817,67690,35
4222,4,3,406938,38566,67
4223,8,2,297613,348916,27
4224,8,0,198199,317147,86
4225,3,0,85910,23919,19
4226,7,0,379381,277540,36
4227,4,0,198644,192133,58
4228,2,1,48131,268332,43
4229,5,1,477368,128269,11
4230,3,1,8089,287814,31
4231,2,2,273371,247017,37
4232,3,0,140872,352494,30
4233,0,1,464669,306359,17
4234,9,2,114755,54641,28
4235,7,3,85239,171524,50
4236,8,3,422489,308689,28
4237,5,2,290065,352393,62
4238,4,0,7067,3017,80
4239,8,0,489347,392265,19
4240,3,3,424815,261734,30
4241,0,0,232269,244299,30
4242,6,0,248450,151201,57
4243,0,0,227524,237115,84
4244,8,0,171244,205004,6
4245,3,1,70338,128776,11
4246,2,1,421917,63302,86
4247,3,0,132811,96481,60
4248,0,2,472715,260680,42
4249,5,1,313818,90433,48
4250,6,0,429348,71361,39
4251,6,1,450241,233370,69
4252,4,2,412609,196775,31
4253,9,2,118717,79799,62
4254,9,1,92400,111603,14
4255,4,0,317012,312744,89
4256,5,0,296238,66723,83
4257,9,3,47040,127955,11
4258,7,0,484295,143611,25
4259,8,2,119267,63968,29
4260,5,2,109733,226521,29
4261,2,2,486621,327977,76
4262,5,3,236932,146937,61
4263,3,3,497977,5553,42
4264,3,3,389437,4446,21
4265,6,2,454046,225758,16
4266,5,1,352665,85741,22
4267,7,0,336517,220201,24
4268,7,0,291800,326071,69
4269,2,1,187652,174124,36
4270,3,1,126525,259686,89
4271,1,0,357094,307300,56
4272,0,0,353059,378957,84
4273,6,3,73231,78525,69
4274,7,3,402727,334177,21
4275,7,1,294386,364925,80
4276,5,1,244749,74280,74
4277,6,2,261711,184291,3
4278,7,1,372477,278731,57
4279,3,1,86877,9112,43
4280,7,2,463493,344628,73
4281,5,0,25263,292518,16
4282,6,3,74298,66164,17
4283,9,2,165302,71258,52
4284,6,1,431206,311779,18
4285,7,1,19450,184930,85
4286,4,0,412877,210135,60
4287,1,3,355403,125986,56
4288,7,3,153470,242546,78
4289,0,3,432002,166489,43
4290,1,3,197390,183865,18
4291,4,0,285824,83243,24
4292,3,2,242793,248298,36
4293,1,0,429385,50607,17
4294,3,1,294845,171760,57
4295,6,0,322069,35129,11
4296,4,1,167536,254252,31
4297,3,0,263012,264957,25
4298,1,3,10269,83532,25
4299,1,3,217676,375901,46
4300,0,2,409535,359852,41
4301,9,3,221939,110700,88
4302,5,0,371801,8652,50
4303,5,1,402627,200147,40
4304,3,2,80314,384526,77
4305,8,2,75031,89601,64
4306,3,0,178547,190430,60
4307,2,0,26631,43452,74
4308,9,3,291597,362523,34
4309,8,3,497288,311661,84
4310,0,3,488351,285541,21
4311,1,2,17618,340098,68
4312,0,2,469042,32205,39
4313,6,1,443376,138770,53
4314,0,2,475945,47106,81
4315,0,3,106596,367124,36
4316,5,2,207719,239893,43
4317,5,2,274368,58200,28
4318,4,2,191004,22630,81
4319,3,1,119215,213457,11
4320,7,2,449448,240198,20
4321,2,1,161832,200451,39
4322,0,2,256803,139081,29
4323,0,1,468979,193108,63
4324,4,3,323435,385080,40
4325,2,1,285640,3738,78
4326,2,0,303059,79527,46
4327,1,1,191272,224651,3
4328,8,1,467699,48365,27
4329,5,3,441673,181716,47
4330,6,1,174891,139367,56
4331,1,3,393055,320382,15
4332,0,3,316018,95408,11
4333,7,3,407357,184095,54
4334,9,0,156985,145974,35
4335,3,1,379706,377037,14
4336,8,0,423417,317312,18
4337,8,3,110779,112763,17
4338,3,1,364406,381394,89
4339,9,3,70940,259261,74
4340,2,1,141827,320430,27
4341,4,1,115365,325497,55
4342,5,1,160790,111203,22
4343,9,2,369168,375416,78
4344,3,2,286334,85109,10
4345,0,2,251047,51713,42
4346,6,1,107471,280271,84
4347,4,3,394526,105095,44
4348,1,3,137890,150735,38
4349,8,2,42417,399918,78
4350,7,0,354447,75040,80
4351,9,1,344164,25776,88
4352,6,3,63122,91114,23
4353,8,3,170780,205703,44
4354,9,2,166522,95560,35
4355,1,0,366515,252022,3
4356,2,0,463150,370835,64
4357,8,1,431973,41528,55
4358,5,3,79016,157668,10
4359,1,1,324042,363252,84
4360,5,0,371591,175894,24
4361,4,0,427668,161518,49
4362,9,1,73643,383373,51
4363,4,0,262622,108300,5
4364,4,2,370081,342330,45
4365,1,2,223211,385488,69
4366,5,0,415774,304519,85
4367,6,3,358415,303519,14
4368,8,0,440981,80101,60
4369,4,1,315551,307602,32
4370,4,3,51454,213834,80
4371,8,2,287065,355277,11
4372,5,2,28975,337434,30
4373,6,2,45548,20119,33
4374,3,2,393589,369455,31
4375,3,2,55840,275674,22
4376,0,3,184317,11420,68
4377,4,2,234102,301381,39
4378,1,3,212827,143567,65
4379,4,1,493464,202309,30
4380,4,0,349707,8560,11
4381,3,3,386178,217047,41
4382,9,2,297436,209126,19
4383,8,1,27227,197693,13
4384,4,1,94964,336917,74
4385,5,0,239350,134155,59
4386,0,0,82928,369649,89
4387,4,3,118488,176347,1
4388,8,3,264682,17372,30
4389,5,0,102320,348003,54
4390,8,0,318915,206850,34
4391,3,0,424414,321078,26
4392,1,1,392540,309626,4
4393,8,0,185778,340594,74
4394,3,1,273213,275067,50
4395,1,2,350907,218133,15
4396,0,2,87452,67107,39
4397,1,3,111135,270379,89
4398,4,3,254252,74744,87
4399,2,0,103937,16936,67
4400,5,3,427391,292000,75
4401,3,2,420403,126714,81
4402,1,3,351244,248300,77
4403,6,1,284484,11833,80
4404,5,3,252083,234424,43
4405,7,2,193634,34846,40
4406,9,2,82189,248145,15
4407,4,2,286584,228331,41
4408,2,2,124170,196763,19
4409,3,1,442824,276474,61
4410,4,3,466470,151001,27
4411,4,2,247614,220714,59
4412,5,3,483508,270596,40
4413,8,0,271353,392348,0
4414,3,1,106961,118111,15
4415,6,0,483006,169580,3
4416,6,1,472003,12327,53
4417,5,2,366374,325062,28
4418,0,3,385669,81410,71
4419,8,1,321146,270625,65
4420,5,0,60410,43301,23
4421,2,0,475992,112441,40
4422,1,3,46254,275903,62
4423,2,1,391427,45766,55
4424,0,0,333295,368885,13
4425,2,0,154039,233920,52
4426,4,1,146391,152071,43
4427,3,2,96162,21474,42
4428,9,2,41623,85454,0
4429,0,3,41275,96227,10
4430,4,2,485488,269024,19
4431,2,3,386181,367639,78
4432,9,0,190708,160189,20
4433,6,0,59659,6413,86
4434,9,2,314620,226158,72
4435,7,1,210146,126984,19
4436,4,2,344381,380242,16
4437,9,3,10256,270800,62
4438,7,3,401440,246344,78
4439,5,1,214239,184833,4
4440,5,0,482241,144409,45
4441,4,0,283747,362129,51
4442,9,2,157593,264262,79
4443,5,3,347443,275650,35
4444,0,3,463329,317044,48
4445,7,1,296657,364422,37
4446,4,1,6200,318151,87
4447,7,2,190899,116990,88
4448,2,1,387445,219276,26
4449,9,0,338514,164815,68
4450,5,1,456533,35668,49
4451,0,3,85374,296994,84
4452,0,3,380405,222625,42
4453,3,3,469805,78583,69
4454,9,3,38472,109326,8
4455,5,0,107352,52793,64
4456,2,2,165383,388321,29
4457,4,1,249745,289602,14
4458,9,2,196069,150256,31
4459,3,2,231093,377255,83
4460,9,1,326248,45123,3
4461,2,3,421001,282877,59
4462,8,3,466681,74525,54
4463,3,3,302363,333693,33
4464,9,1,268391,190453,60
4465,6,1,448138,309161,37
4466,4,3,351659,362550,83
4467,6,0,337036,312729,50
4468,4,2,364699,258668,57
4469,2,0,191114,353732,24
4470,5,2,444042,306888,10
4471,8,2,434411,29911,7
4472,5,0,400589,213331,33
4473,3,2,114542,217925,26
4474,0,0,214123,90856,21
4475,2,3,409055,315606,61
4476,2,1,62215,385566,71
4477,1,2,352438,184787,38
4478,9,0,430061,292344,72
4479,1,1,114860,208880,21
4480,7,2,58861,148839,72
4481,7,2,208376,386890,30
4482,2,2,486487,58611,33
4483,3,2,360690,178785,67
4484,4,1,200456,359389,77
4485,8,2,488277,121206,58
4486,4,2,153524,250249,7
4487,5,1,85329,164496,52
4488,6,1,46481,366947,85
4489,1,2,208093,362437,53
4490,3,1,146543,40757,69
4491,5,1,420464,227796,17
4492,3,0,305510,146667,7
4493,4,1,265035,24431,6
4494,2,3,129842,227646,6
4495,1,0,321758,71214,9
4496,0,3,416915,62968,35
4497,2,0,308852,308093,61
4498,9,0,161539,41037,50
4499,8,0,442548,125693,30
4500,0,0,488927,299279,9
4501,7,1,283400,127700,83
4502,4,3,179745,108413,34
4503,3,1,81117,342124,28
4504,4,1,443378,249328,48
4505,6,2,132134,204835,30
4506,7,1,467647,111867,67
4507,1,0,418025,123709,16
4508,5,2,262572,29794,36
4509,3,2,376146,121609,89
4510,7,1,37643,394186,27
4511,3,3,60367,220043,37
4512,2,2,138752,259514,9
4513,4,1,454707,291428,71
4514,3,1,255082,250726,82
4515,4,0,360032,256558,27
4516,8,3,26086,25229,68
4517,2,2,319544,28586,87
4518,1,3,490974,48135,6
4519,1,3,232239,275605,83
4520,8,3,488429,166726,1
4521,6,2,327883,338388,56
4522,9,2,162027,139776,9
4523,3,3,271182,184103,81
4524,5,1,194566,279688,13
4525,9,2,342289,50789,73
4526,5,0,212429,222468,31
4527,2,3,249446,357538,52
4528,8,2,332939,396258,2
4529,3,2,21660,229510,47
4530,0,3,177841,61953,7
4531,1,0,353755,309798,8
4532,4,1,468312,345801,74
4533,7,1,438523,111564,15
4534,6,2,392205,202392,87
4535,8,0,303238,325922,30
4536,0,0,297362,293285,4
4537,1,3,379481,295851,78
4538,9,3,417534,171222,38
4539,3,0,478739,307222,15
4540,6,1,434342,325885,89
4541,0,3,459302,37204,63
4542,4,3,394290,280231,75
4543,1,1,249409,152725,82
4544,1,1,459902,8098,46
4545,1,3,259305,164930,58
4546,8,0,246359,190762,19
4547,9,3,314288,318866,20
4548,4,1,351223,169044,52
4549,7,3,204371,220681,78
4550,9,2,19192,202404,53
4551,5,1,460116,85294,48
4552,0,3,66347,256708,15
4553,9,2,270420,381354,15
4554,8,1,397875,267924,22
4555,6,2,445958,263117,67
4556,1,0,486345,392030,36
4557,7,1,493816,236443,23
4558,1,2,230038,376361,60
4559,1,0,103764,264435,7
4560,3,2,472489,357622,68
4561,7,1,125281,273118,28
4562,6,1,58957,183543,9
4563,1,1,271283,218346,55
4564,9,0,150148,171906,72
4565,5,3,389672,206037,21
4566,3,1,88278,312200,9
4567,9,0,295146,51778,83
4568,0,0,108771,17087,19
4569,7,1,69873,162206,50
4570,7,1,409869,297165,9
4571,5,1,41324,148098,82
4572,9,1,135677,322838,40
4573,6,3,150191,199606,79
4574,2,3,145549,272778,39
4575,8,2,164818,87179,75
4576,3,3,162197,230164,4
4577,1,2,406364,232777,42
4578,3,2,166658,347813,66
4579,1,0,116059,251821,23
4580,3,3,324492,302764,89
4581,1,3,383042,324263,30
4582,7,3,264272,329540,58
4583,5,0,49509,227225,66
4584,7,2,280945,305382,62
4585,0,3,32946,326172,0
4586,8,1,474477,146829,74
4587,1,0,440124,101275,68
4588,7,0,322690,26436,70
4589,3,0,50722,320595,32
4590,1,0,438527,203428,76
4591,0,2,184396,381745,62
4592,3,2,484300,63431,41
4593,9,3,380343,147712,30
4594,0,3,373631,109507,51
4595,7,0,239744,68698,49
4596,1,1,201839,181770,12
4597,7,2,172374,158624,64
4598,9,0,367094,286343,37
4599,0,2,376016,298598,38
4600,6,0,150262,54037,41
4601,6,1,382624,57867,38
4602,4,0,157711,314414,41
4603,2,0,63957,271729,72
4604,5,0,368238,27413,69
4605,4,1,91782,44616,72
4606,8,3,227879,398849,41
4607,3,3,388454,47255,28
4608,8,3,198596,181399,67
4609,9,0,13278,38533,24
4610,5,3,334707,398535,15
4611,8,0,160136,393416,56
4612,2,2,217590,364973,33
4613,0,0,34854,99787,74
4614,5,2,233294,203945,8
4615,3,0,335126,226404,34
4616,9,1,470641,226798,26
4617,3,1,289229,75039,38
4618,3,3,219415,399621,44
4619,0,1,118101,164565,59
4620,4,0,322803,202944,42
4621,8,1,119768,80264,60
4622,2,1,343633,296429,68
4623,1,0,343012,238831,15
4624,1,3,114417,366384,1
4625,9,3,95183,95794,73
4626,6,3,248210,173247,18
4627,5,2,318850,367917,63
4628,1,3,129561,134671,19
4629,0,0,26932,290463,57
4630,6,3,135707,284215,59
4631,5,0,71255,43768,58
4632,4,2,113122,244590,50
4633,4,1,232926,219919,34
4634,9,0,429333,34895,9
4635,2,2,359763,11747,35
4636,4,2,306676,19745,52
4637,5,1,303266,289701,53
4638,6,0,474196,155569,15
4639,6,3,32599,302877,49
4640,9,2,459752,277488,25
4641,9,3,85343,157297,30
4642,7,0,354643,63000,60
4643,4,0,349328,140528,41
4644,3,1,160916,143509,0
4645,6,3,177972,247137,86
4646,1,0,54415,106241,41
4647,7,1,385529,193191,48
4648,3,2,323263,253065,18
4649,9,3,343935,266954,79
4650,0,1,446809,372839,56
4651,1,1,123490,166914,7
4652,0,2,393840,176187,61
4653,4,1,145896,239807,79
4654,0,1,172942,93058,75
4655,8,2,410068,391312,8
4656,3,1,249863,84754,6
4657,9,3,316694,143376,39
4658,2,0,496489,386895,60
4659,8,1,425455,355321,22
4660,3,1,77119,224420,40
4661,0,0,40620,163277,71
4662,1,1,57799,335900,22
4663,3,2,479344,258332,83
4664,0,3,199064,202497,10
4665,5,2,295908,27223,0
4666,6,0,69276,141889,48
4667,0,2,125397,318495,43
4668,5,3,216420,160572,68
4669,2,1,417008,140452,13
4670,6,2,488438,238043,6
4671,1,1,59613,332185,59
4672,1,1,435387,212909,23
4673,3,3,296232,280231,3
4674,7,3,484308,10601,26
4675,2,1,44657,110125,61
4676,7,3,136678,151021,6
4677,6,1,229523,67069,53
4678,4,1,374709,311957,87
4679,3,2,153805,360100,72
4680,9,1,307538,80778,64
4681,9,0,327941,240601,86
4682,1,3,273502,2341,66
4683,8,0,48846,231997,19
4684,3,0,79168,217687,57
4685,4,2,353947,220800,47
4686,1,0,79307,397753,25
4687,1,3,430300,219952,33
4688,1,1,104627,126080,31
4689,9,3,284837,24413,39
4690,1,2,389408,296584,4
4691,8,2,457382,214354,9
4692,4,1,17926,397295,72
4693,5,0,381193,166223,45
4694,3,1,344411,386164,31
4695,1,0,56693,36055,60
4696,2,0,473712,112097,84
4697,2,0,264765,67164,41
4698,9,0,112021,100953,25
4699,7,0,80365,257872,22
4700,7,1,89118,95234,8
4701,5,2,293580,294762,68
4702,9,2,486971,327432,54
4703,7,2,356186,295622,7
4704,2,1,497721,287875,55
4705,6,3,84814,218300,54
4706,4,1,458332,355483,42
4707,8,2,186792,36612,74
4708,8,3,188251,306244,55
4709,4,0,21392,37028,35
4710,5,2,370918,331995,17
4711,0,2,339599,98084,30
4712,3,0,283730,95869,7
4713,0,3,474254,135855,18
4714,3,0,329756,111392,21
4715,0,0,253816,353300,65
