id,bureau_score,num_of_accounts,num_of_open_accounts,total_debt,delinquent_accounts
4057,564,11,3,52265,2
4058,431,8,7,6740,4
4059,498,4,2,186734,3
4060,356,9,2,50429,0
4061,708,8,4,19441,2
4062,561,11,5,98625,0
4063,874,5,3,111377,1
4064,417,3,4,137378,0
4065,784,2,6,82674,3
4066,620,9,4,138608,3
4067,607,1,7,126647,4
4068,789,7,4,79672,4
4069,620,11,3,180510,3
4070,655,7,2,99564,0
4071,819,1,3,32812,3
4072,825,7,5,29709,0
4073,323,1,6,115654,3
4074,491,2,7,195010,2
4075,648,9,6,53717,0
4076,324,8,6,21946,1
4077,689,9,7,23591,1
4078,898,9,5,164480,4
4079,867,4,2,10395,2
4080,489,5,3,16013,1
4081,327,10,2,139060,3
4082,840,7,2,52164,1
4083,790,6,3,60154,3
4084,787,9,5,56394,2
4085,471,2,3,25879,4
4086,337,8,6,149552,1
4087,598,2,5,144292,4
4088,565,2,1,12810,2
4089,326,3,1,63386,0
4090,751,4,1,34934,2
4091,768,6,6,169149,2
4092,384,6,7,25268,2
4093,312,2,7,39301,0
4094,869,6,4,41852,0
4095,558,8,5,6848,2
4096,399,5,5,42304,0
4097,560,1,3,134613,3
4098,577,8,5,88720,2
4099,365,6,3,191338,1
4100,899,2,4,165988,3
4101,677,7,3,114047,2
4102,816,8,1,47315,1
4103,416,2,3,95062,1
4104,798,1,3,173688,4
4105,504,6,3,81215,4
4106,886,6,5,18159,1
4107,379,8,2,125549,2
4108,317,7,2,16880,2
4109,357,8,6,164342,2
4110,411,10,2,171047,2
4111,896,10,6,11199,1
4112,614,5,5,98969,0
4113,461,2,1,177629,0
4114,623,5,2,60003,2
4115,630,2,2,40946,4
4116,879,9,7,9798,1
4117,801,5,7,29279,0
4118,356,1,4,61716,1
4119,464,9,7,42964,4
4120,465,10,6,129245,1
4121,596,5,6,199220,4
4122,303,11,4,175394,4
4123,709,1,1,191603,3
4124,405,9,3,158268,4
4125,865,9,3,70847,3
4126,465,10,4,87385,4
4127,553,10,4,59315,4
4128,427,9,1,196876,1
4129,785,6,1,19672,3
4130,375,10,5,112572,0
4131,520,10,3,158206,0
4132,733,2,5,68904,1
4133,836,7,2,25137,0
4134,738,2,6,115594,0
4135,734,4,6,144973,4
4136,825,4,1,132355,2
4137,432,10,3,15208,2
4138,740,7,3,43994,0
4139,833,6,5,193071,1
4140,886,11,4,178363,1
4141,690,10,4,173703,3
4142,543,7,1,188398,1
4143,445,6,7,199090,1
4144,714,1,6,23710,4
4145,726,11,4,129327,4
4146,511,4,2,171381,0
4147,548,3,3,164853,1
4148,334,7,4,7243,2
4149,552,7,1,50907,1
4150,585,11,2,140432,1
4151,509,4,6,117967,0
4152,409,7,6,147778,2
4153,629,4,5,131387,0
4154,441,9,5,118349,1
4155,386,3,2,71360,2
4156,439,10,1,50391,1
4157,631,2,7,167127,0
4158,325,5,5,147140,0
4159,661,9,3,103669,4
4160,659,11,6,118275,2
4161,514,3,6,100613,4
4162,376,1,3,145949,2
4163,394,9,6,148898,3
4164,517,5,6,173756,2
4165,667,2,6,149363,1
4166,351,6,1,27993,2
4167,573,3,1,59487,4
4168,743,9,7,156722,0
4169,332,3,3,3470,0
4170,715,2,1,197677,2
4171,724,3,2,147242,3
4172,306,6,1,87760,0
4173,794,3,6,40182,0
4174,653,9,3,177097,0
4175,498,9,7,189547,3
4176,734,9,4,144461,4
4177,435,2,7,67133,2
4178,587,7,1,125452,3
4179,866,2,5,170401,2
4180,707,1,2,140935,1
4181,635,5,7,185954,2
4182,301,11,2,87939,0
4183,484,11,2,170945,3
4184,860,8,5,152171,3
4185,737,3,5,127746,4
4186,321,7,2,3899,1
4187,511,6,2,183532,4
4188,776,11,2,163768,4
4189,765,1,1,150919,1
4190,533,7,6,103294,0
4191,471,3,5,176564,3
4192,817,4,3,36516,2
4193,543,10,7,170344,1
4194,720,2,6,77318,4
4195,678,11,1,14586,2
4196,772,1,3,12222,1
4197,640,5,1,94493,1
4198,422,6,1,97127,0
4199,733,11,3,188297,0
4200,487,2,2,131179,3
4201,313,10,6,27287,3
4202,369,6,3,179991,2
4203,710,6,4,130908,3
4204,890,8,5,189587,1
4205,617,8,4,161673,1
4206,736,6,6,151857,1
4207,891,7,1,103405,1
4208,445,4,3,57907,0
4209,526,5,2,85336,1
4210,681,6,6,198329,1
4211,479,6,2,142592,1
4212,835,3,7,33432,4
4213,398,9,7,26654,2
4214,690,4,4,120976,2
4215,569,8,7,94496,1
4216,393,4,4,77693,1
4217,762,6,1,143813,2
4218,584,1,5,101779,3
4219,321,2,1,140676,4
4220,301,6,6,116526,4
4221,402,3,2,135759,3
4222,335,11,6,34794,1
4223,573,7,7,151291,2
4224,350,1,3,72331,4
4225,442,3,4,165429,3
4226,782,3,2,11769,3
4227,316,1,7,20552,0
4228,888,4,1,52186,3
4229,577,8,5,186409,0
4230,737,11,3,55302,0
4231,735,7,5,6077,4
4232,683,7,1,149232,1
4233,431,5,1,25723,1
4234,562,4,2,17019,3
4235,693,10,7,42006,2
4236,507,6,3,59611,2
4237,525,2,6,82152,0
4238,764,1,1,149957,3
4239,657,7,2,191034,3
4240,443,4,1,130677,1
4241,653,7,2,68200,2
4242,550,6,5,138668,4
4243,675,11,2,122353,3
4244,544,9,6,13232,3
4245,317,10,5,99189,1
4246,784,6,4,44963,4
4247,301,3,1,19406,4
4248,675,7,4,122897,4
4249,865,9,3,128162,4
4250,465,11,4,178176,2
4251,628,10,7,10379,0
4252,747,6,2,156486,4
4253,391,7,2,4053,0
4254,819,8,3,101347,0
4255,551,4,3,92388,1
4256,338,5,1,177602,4
4257,735,4,7,153310,2
4258,661,1,2,128445,1
4259,861,6,7,20338,1
4260,382,7,7,196081,0
4261,326,2,3,9455,3
4262,888,6,7,174160,2
4263,320,11,6,86211,4
4264,517,2,7,128742,4
4265,344,10,4,189822,2
4266,706,5,7,93805,4
4267,778,1,2,26805,3
4268,863,3,7,178367,3
4269,636,4,6,183335,4
4270,447,4,7,118704,1
4271,710,2,3,57109,4
4272,813,8,7,87053,4
4273,871,6,1,22144,2
4274,684,9,7,179149,3
4275,781,6,6,162109,1
4276,400,3,5,22249,2
4277,413,2,7,116160,2
4278,561,9,2,74239,1
4279,721,3,7,32076,1
4280,353,6,2,111073,2
4281,487,10,7,71210,4
4282,838,2,2,185056,1
4283,891,7,2,38098,0
4284,489,1,5,52293,1
4285,846,9,5,61230,2
4286,357,1,6,138404,0
4287,802,9,6,95856,2
4288,488,11,1,47764,3
4289,847,1,2,66501,3
4290,867,1,3,21495,4
4291,878,8,7,182622,1
4292,612,1,4,25939,2
4293,468,8,2,190159,0
4294,430,3,6,118145,1
4295,863,4,5,23701,4
4296,451,2,1,85153,2
4297,404,6,2,114693,2
4298,666,7,7,198077,3
4299,391,10,1,189253,4
4300,731,3,3,192263,2
4301,878,9,3,127029,3
4302,604,3,3,161278,3
4303,327,7,3,155128,0
4304,587,4,4,44129,4
4305,654,5,1,136395,4
4306,843,9,2,198596,2
4307,703,3,4,182655,0
4308,435,3,2,96406,1
4309,367,9,5,80754,2
4310,453,9,7,144374,3
4311,762,4,6,79426,1
4312,625,1,4,177179,1
4313,395,1,6,120713,2
4314,496,9,4,74019,0
4315,407,6,6,128032,4
4316,345,5,7,151676,0
4317,485,10,6,60799,2
4318,753,3,5,87547,4
4319,622,3,6,4440,1
4320,584,2,4,72268,3
4321,382,7,6,173731,0
4322,626,9,1,6152,4
4323,748,6,7,125446,0
4324,620,10,6,30345,4
4325,444,1,3,122705,3
4326,577,6,7,10501,2
4327,313,11,7,158356,2
4328,561,8,6,153278,4
4329,713,8,2,168740,4
4330,793,10,5,126044,2
4331,346,3,3,179942,1
4332,495,1,4,169204,1
4333,589,5,1,48099,1
4334,731,6,6,84707,3
4335,819,10,6,197488,4
4336,623,9,4,181941,0
4337,728,2,5,124600,0
4338,592,1,4,4857,4
4339,676,7,1,35955,2
4340,834,2,7,53904,4
4341,383,11,6,78967,1
4342,672,2,7,1780,1
4343,323,3,4,161635,0
4344,624,4,7,148345,4
4345,615,7,4,130611,0
4346,849,1,6,18013,2
4347,520,6,4,105033,3
4348,513,11,6,103834,3
4349,771,7,4,6664,2
4350,790,3,7,119609,1
4351,384,3,1,24618,1
4352,684,2,2,148253,1
4353,303,5,3,99083,0
4354,413,7,5,168152,0
4355,514,11,7,77854,3
4356,635,3,2,56729,1
4357,466,7,1,45102,1
4358,586,8,5,141893,2
4359,794,3,5,51625,3
4360,683,11,6,91591,0
4361,816,1,6,96374,3
4362,426,3,7,17944,1
4363,732,6,4,65933,1
4364,385,1,3,134767,0
4365,897,9,6,194927,0
4366,835,3,3,139982,3
4367,344,3,1,15803,4
4368,589,7,6,73996,1
4369,534,7,2,101307,1
4370,456,6,4,144480,4
4371,705,7,3,192202,3
4372,804,5,4,99257,2
4373,421,8,2,35229,2
4374,523,10,5,30460,1
4375,322,2,2,30796,2
4376,496,5,5,42966,3
4377,778,11,2,111778,2
4378,584,9,4,71814,0
4379,817,4,2,198125,3
4380,607,8,6,7825,4
4381,644,3,3,41822,1
4382,697,6,3,71835,3
4383,763,8,1,115094,2
4384,414,9,7,106683,3
4385,749,7,6,179075,4
4386,703,6,3,100304,3
4387,847,11,3,152203,4
4388,528,6,5,67265,4
4389,543,6,6,157080,3
4390,364,10,4,152393,1
4391,536,9,4,134882,1
4392,302,3,5,167777,2
4393,799,4,3,169036,3
4394,336,3,2,40231,3
4395,549,9,5,149577,0
4396,302,5,4,14135,1
4397,534,10,1,191294,4
4398,716,8,4,30838,0
4399,550,8,2,151872,3
4400,442,9,4,56132,0
4401,355,10,5,146763,1
4402,360,7,1,110438,3
4403,367,3,4,10806,1
4404,378,5,5,32588,0
4405,626,3,7,139594,2
4406,666,2,5,62869,4
4407,834,3,7,51214,4
4408,825,10,5,41238,2
4409,689,9,1,98828,2
4410,588,9,5,121155,2
4411,820,8,1,128404,1
4412,552,7,6,145669,3
4413,394,1,7,104747,2
4414,302,9,2,173550,1
4415,345,10,2,184648,0
4416,824,2,2,138006,0
4417,781,6,6,66745,2
4418,896,10,5,128566,0
4419,717,5,1,91978,2
4420,342,6,6,103244,0
4421,858,8,2,81315,0
4422,505,8,3,122988,3
4423,574,10,2,165015,3
4424,894,2,5,86449,0
4425,396,7,7,140480,3
4426,478,2,6,121213,2
4427,447,1,3,184134,4
4428,683,8,6,178558,2
4429,371,9,4,181827,3
4430,516,7,3,47508,1
4431,732,4,4,176335,0
4432,800,7,3,146094,3
4433,332,4,1,57749,3
4434,515,7,3,116749,3
4435,400,4,2,142735,2
4436,769,9,7,12662,0
4437,479,5,4,81752,4
4438,632,7,4,192042,3
4439,787,11,6,66720,1
4440,759,8,2,105722,0
4441,676,5,1,157249,4
4442,434,1,3,149765,1
4443,709,4,1,95737,4
4444,454,3,2,18396,4
4445,579,7,7,196315,0
4446,778,6,3,27430,2
4447,498,6,2,132078,1
4448,716,2,4,5045,3
4449,397,6,4,199231,4
4450,549,8,4,125019,1
4451,404,5,5,81370,0
4452,626,9,5,140326,1
4453,781,11,4,189856,3
4454,676,2,7,18751,3
4455,314,7,5,1586,0
4456,780,6,7,116066,1
4457,315,11,5,81166,2
4458,874,11,6,64146,2
4459,784,6,2,75983,4
4460,578,4,6,44401,4
4461,632,10,7,49887,1
4462,556,9,3,198344,4
4463,484,6,4,119035,3
4464,887,8,6,91210,0
4465,326,8,6,16218,4
4466,324,4,5,142723,2
4467,361,5,2,176331,3
4468,532,2,2,124293,2
4469,763,4,6,148769,4
4470,648,6,3,60717,4
4471,585,2,7,131109,3
4472,713,2,2,60129,2
4473,895,10,1,67968,0
4474,705,7,1,79246,0
4475,680,10,4,130674,3
4476,469,5,6,109090,4
4477,589,3,3,63116,3
4478,815,3,6,111079,2
4479,586,7,1,81481,0
4480,606,3,7,148793,4
4481,861,10,3,189040,2
4482,307,5,7,116245,0
4483,656,2,4,89968,0
4484,880,3,2,133288,1
4485,438,4,2,176942,4
4486,810,1,2,20814,3
4487,547,4,1,88593,1
4488,840,4,7,45285,0
4489,482,3,3,142595,4
4490,722,10,1,31307,4
4491,696,9,5,5668,1
4492,604,3,3,29199,2
4493,318,2,4,107677,2
4494,682,7,7,88610,3
4495,525,9,1,96454,4
4496,529,6,2,159118,1
4497,794,5,2,169074,0
4498,783,1,2,195762,2
4499,658,3,1,128229,1
4500,672,9,7,182413,3
4501,377,8,1,100962,3
4502,626,9,2,90483,4
4503,575,8,2,148881,3
4504,651,1,2,16806,3
4505,481,8,5,127457,2
4506,804,8,1,161904,2
4507,897,5,2,6029,3
4508,688,6,4,6064,4
4509,634,2,2,153313,2
4510,745,1,7,99872,2
4511,808,8,1,126506,3
4512,547,7,4,50382,4
4513,592,4,7,165834,3
4514,830,11,6,131291,0
4515,437,7,6,97541,0
4516,855,2,6,130945,4
4517,644,11,7,39687,0
4518,336,2,1,190205,4
4519,613,7,1,63855,0
4520,519,3,7,195412,1
4521,442,6,1,52777,2
4522,703,7,3,59380,3
4523,703,7,7,120126,4
4524,854,10,4,84532,0
4525,778,4,5,195583,1
4526,859,3,5,115499,0
4527,519,1,3,7041,1
4528,666,7,1,34353,3
4529,495,9,5,186829,2
4530,331,1,4,1421,2
4531,353,5,7,43273,1
4532,722,4,2,84233,0
4533,533,10,7,63482,2
4534,409,2,4,152298,0
4535,399,7,1,146011,4
4536,510,7,4,41227,0
4537,702,8,6,23905,4
4538,449,3,1,198785,4
4539,693,6,4,76466,2
4540,557,4,3,166506,4
4541,544,11,7,128103,0
4542,449,3,4,103832,3
4543,398,4,7,7957,0
4544,402,1,6,64425,1
4545,311,7,5,114933,1
4546,525,7,2,9706,0
4547,741,7,3,168169,1
4548,447,2,4,108484,3
4549,478,1,1,193928,1
4550,306,9,3,193611,2
4551,451,2,5,26993,3
4552,881,5,2,186198,2
4553,652,5,6,55324,2
4554,864,11,2,52166,3
4555,716,8,4,107946,2
4556,869,1,6,14906,1
4557,495,11,5,171515,0
4558,624,7,5,28491,3
4559,781,3,2,63787,0
4560,507,2,2,30535,3
4561,602,5,5,117231,3
4562,598,4,7,190234,2
4563,725,9,2,170522,0
4564,361,11,1,150749,1
4565,494,1,2,175233,0
4566,866,11,1,173277,3
4567,662,3,6,173846,1
4568,860,3,2,53266,2
4569,377,4,3,91504,1
4570,583,7,3,70794,1
4571,356,5,7,62905,0
4572,675,11,7,10362,3
4573,675,10,6,146327,3
4574,672,6,6,96055,3
4575,543,3,7,28138,4
4576,338,5,3,52345,2
4577,608,11,6,143847,0
4578,385,2,1,127220,3
4579,398,4,7,123266,1
4580,673,3,1,155867,4
4581,794,3,4,77071,2
4582,507,4,4,7950,3
4583,382,8,2,159009,4
4584,876,8,1,113919,2
4585,300,1,7,60868,1
4586,736,5,3,60925,4
4587,549,2,3,12826,0
4588,709,10,7,185793,2
4589,685,6,3,113851,4
4590,383,3,2,162233,4
4591,789,10,1,17366,2
4592,538,10,6,115379,4
4593,839,9,2,144839,4
4594,679,9,6,63846,2
4595,690,8,5,107556,1
4596,627,2,5,161331,0
4597,779,11,4,13496,2
4598,603,2,6,82876,3
4599,581,11,1,33804,4
4600,644,2,6,179780,0
4601,434,5,6,10349,0
4602,767,10,3,74454,2
4603,660,9,1,195971,3
4604,868,7,7,65135,3
4605,414,7,6,186054,1
4606,485,3,6,24699,3
4607,777,3,6,158068,2
4608,300,10,4,96734,0
4609,840,3,7,9698,0
4610,723,1,3,27190,3
4611,569,8,2,125147,4
4612,718,11,3,46885,1
4613,626,2,6,1972,3
4614,494,11,6,111711,2
4615,554,7,7,79457,1
4616,378,9,5,99515,3
4617,397,2,2,150787,1
4618,449,1,6,33006,4
4619,746,5,7,56572,2
4620,422,10,3,92176,3
4621,857,5,7,18830,0
4622,658,1,2,118704,2
4623,538,9,5,164179,4
4624,829,3,5,184177,4
4625,503,2,1,65030,0
4626,442,7,6,68369,2
4627,486,5,7,81332,3
4628,787,4,5,154205,0
4629,421,4,5,3407,3
4630,649,9,5,4305,1
4631,399,9,6,32653,3
4632,583,1,7,194763,1
4633,826,10,4,25449,3
4634,683,7,7,166196,1
4635,854,11,7,150709,2
4636,486,8,7,78725,4
4637,307,5,5,92047,2
4638,844,7,7,18506,0
4639,718,8,1,178188,2
4640,389,8,2,188782,2
4641,795,9,4,149965,4
4642,415,5,2,124590,2
4643,319,2,2,34761,0
4644,431,6,7,112971,2
4645,591,1,7,164894,2
4646,653,10,1,125520,2
4647,536,6,7,130967,2
4648,888,3,4,155185,4
4649,522,3,6,77089,4
4650,735,7,3,170999,0
4651,338,4,5,72064,0
4652,626,5,2,91887,0
4653,508,6,2,105403,2
4654,405,10,1,61086,3
4655,548,6,6,181787,2
4656,866,2,1,48614,3
4657,653,3,1,85314,0
4658,769,1,4,102196,2
4659,564,3,7,161665,0
4660,763,8,6,37888,4
4661,740,4,7,11568,0
4662,583,2,7,135091,2
4663,833,4,5,79165,4
4664,668,7,4,3944,4
4665,794,9,1,178599,3
4666,453,5,7,89459,1
4667,615,5,1,185215,4
4668,599,5,6,26117,1
4669,739,10,6,191989,0
4670,450,9,7,123357,0
4671,705,7,2,2153,4
4672,474,3,4,78317,3
4673,354,2,7,43706,0
4674,610,9,4,84092,1
4675,453,3,6,195540,4
4676,799,11,5,59643,4
4677,800,8,4,152188,3
4678,489,4,6,139791,4
4679,805,5,5,37035,2
4680,448,8,3,87424,1
4681,307,5,6,30554,2
4682,892,10,5,2222,2
4683,890,2,1,136712,1
4684,768,6,3,136986,4
4685,620,7,7,181825,4
4686,871,1,2,117176,2
4687,750,10,2,159809,1
4688,427,9,2,169820,0
4689,586,6,1,12086,1
4690,386,4,7,19195,2
4691,380,2,6,179962,1
4692,833,9,2,63391,1
4693,551,6,5,137759,0
4694,489,9,6,10964,3
4695,897,2,1,178318,3
4696,783,5,4,185868,0
4697,678,6,1,170745,1
4698,755,11,7,47023,2
4699,307,5,1,97846,0
4700,617,6,4,137433,3
4701,633,3,7,167021,3
4702,529,9,5,78051,0
4703,807,2,3,104268,1
4704,826,2,4,114685,4
4705,774,5,1,80626,2
4706,705,11,2,77505,4
4707,586,10,4,71727,2
4708,745,3,4,103920,4
4709,642,2,3,26484,4
4710,624,6,7,199530,2
4711,466,6,1,35754,2
4712,892,7,2,123502,3
4713,595,4,2,160289,1
4714,880,8,3,57091,1
4715,482,3,6,132572,3
4716,875,10,2,43782,4
4717,385,1,5,46306,2
4718,855,5,4,94064,0
4719,448,6,4,149683,4
4720,358,11,2,3055,1
4721,304,3,2,199763,2
4722,382,2,2,178896,3
4723,682,3,4,142141,4
4724,848,3,2,66297,0
4725,778,7,5,62405,4
4726,326,1,5,44824,3
4727,824,11,4,101874,0
4728,876,4,6,108892,4
4729,713,11,1,185705,3
4730,479,3,7,97156,4
4731,763,10,1,193694,2
4732,826,11,1,74012,4
4733,300,7,5,58037,3
4734,570,1,7,22494,1
4735,783,8,3,137795,3
4736,347,10,7,196810,4
4737,482,7,1,168429,2
4738,672,8,3,109387,1
4739,838,8,4,149729,3
4740,806,11,7,131465,1
4741,805,9,5,106848,2
4742,871,1,6,76973,0
4743,365,9,1,70246,1
4744,351,1,5,178599,3
4745,769,3,4,123916,2
4746,542,7,5,167780,3
4747,636,8,2,198028,2
4748,420,5,1,36847,3
4749,853,1,5,193631,2
4750,344,3,6,186063,4
4751,351,7,5,127688,3
4752,450,2,5,117968,2
4753,712,2,4,194965,0
4754,840,9,1,183558,2
4755,868,6,6,91849,0
4756,797,4,1,133490,1
4757,508,10,2,103851,2
4758,307,9,2,199649,1
4759,690,7,7,60129,1
4760,546,7,5,80119,4
4761,694,8,1,194821,2
4762,638,3,7,152024,4
4763,711,2,7,112556,4
4764,839,1,1,165211,1
4765,644,2,5,41345,3
4766,595,3,3,55527,1
4767,534,5,1,183747,1
4768,887,8,5,120188,0
4769,744,11,5,114243,3
4770,532,11,7,137722,1
4771,609,3,3,179787,3
4772,777,7,2,2418,0
4773,813,11,6,66170,3
4774,635,11,5,168041,2
4775,876,5,1,26202,0
4776,351,5,2,81985,3
4777,845,8,2,47352,4
4778,600,10,2,111932,3
4779,542,5,5,5307,0
4780,655,10,1,60343,4
4781,887,7,6,85555,3
4782,741,10,3,68879,3
4783,418,8,4,127039,0
4784,708,8,4,59353,4
4785,670,3,2,130450,4
4786,372,4,7,49069,3
4787,748,8,4,120696,2
4788,770,5,7,118906,0
4789,455,1,4,23382,0
4790,875,7,5,177182,1
4791,609,3,3,105027,4
4792,335,2,4,143076,4
4793,547,10,7,119428,1
4794,727,5,6,71512,3
4795,343,1,6,187293,3
4796,752,9,3,70574,0
4797,418,10,4,121786,3
4798,648,5,6,103138,2
4799,687,6,2,109295,2
4800,369,7,2,90607,2
4801,753,9,6,151340,1
4802,566,11,3,178761,2
4803,737,5,7,116412,1
4804,665,4,3,174347,0
4805,486,3,3,125292,0
4806,526,5,3,22232,2
4807,360,10,1,81894,1
4808,467,10,2,176574,2
4809,431,3,4,141818,3
4810,454,5,1,198033,1
4811,306,8,3,127829,1
4812,822,2,4,161142,1
4813,550,4,2,139169,1
4814,875,8,3,156951,3
4815,561,5,5,31408,2
4816,419,8,3,91215,0
4817,347,6,4,139570,4
4818,368,1,2,124243,4
4819,561,5,7,129081,1
4820,744,10,3,87582,1
4821,778,2,2,118535,0
4822,530,7,1,137939,4
4823,523,10,5,13140,1
4824,756,4,6,59452,3
4825,665,2,6,6338,4
4826,327,1,1,77143,3
4827,400,5,6,150353,0
4828,357,11,5,169660,0
4829,323,10,7,18098,4
4830,714,8,1,170771,2
4831,526,8,2,145625,4
4832,468,10,7,98441,3
4833,788,2,2,18586,2
4834,545,6,1,187308,3
4835,662,7,7,137841,3
4836,764,10,4,47585,3
4837,729,1,1,63063,1
4838,720,5,3,152435,2
4839,320,6,4,114026,1
4840,668,7,2,72780,1
4841,763,11,1,76047,3
4842,396,9,7,40920,0
4843,791,3,4,85160,4
4844,652,8,7,28342,0
4845,394,10,3,110783,3
4846,323,3,5,34742,4
4847,679,11,2,29714,4
4848,695,9,4,69094,3
4849,703,8,6,11701,1
4850,432,9,4,93445,4
4851,353,5,7,67856,4
4852,591,11,6,59923,4
4853,411,9,4,90124,4
4854,721,3,1,125788,2
4855,430,7,2,92896,1
4856,719,3,2,24634,2
4857,577,6,1,189672,2
4858,889,8,1,2240,3
4859,367,2,6,52721,1
4860,873,8,6,108245,0
4861,702,1,6,4322,1
4862,474,4,7,110782,0
4863,579,7,1,187687,4
4864,763,1,7,108229,0
4865,689,6,7,187778,0
4866,435,10,3,130482,0
4867,708,6,4,196907,4
4868,523,7,3,90617,4
4869,852,9,2,142650,2
4870,487,7,1,134485,0
4871,686,3,4,146841,1
4872,308,4,6,134977,3
4873,479,1,5,142760,2
4874,743,5,7,3554,0
4875,893,7,4,41211,2
4876,745,3,5,21666,0
4877,415,6,4,170496,0
4878,544,3,1,89955,2
4879,582,4,5,35296,0
4880,512,5,5,34618,0
4881,750,6,2,65095,3
4882,324,6,4,14632,1
4883,532,1,3,178344,4
4884,815,8,6,136746,3
4885,587,3,3,169249,4
4886,483,4,2,127503,4
4887,550,8,2,152982,1
4888,590,5,2,174411,3
4889,658,6,1,12690,0
4890,604,1,1,199023,1
4891,649,8,1,52421,0
4892,638,5,1,8270,0
4893,778,1,2,15653,0
4894,764,7,2,151263,0
4895,429,2,7,162441,3
4896,486,6,1,37376,4
4897,720,3,1,189057,4
4898,795,6,5,30914,3
4899,840,9,4,106909,4
4900,534,6,5,184037,1
4901,577,1,4,142266,0
4902,401,6,1,24254,0
4903,758,3,1,90256,0
4904,531,4,6,186935,2
4905,573,4,1,52271,1
4906,664,9,5,195110,2
4907,777,8,2,186309,3
4908,767,7,4,192562,2
4909,573,5,7,129262,4
4910,627,10,6,13897,4
4911,483,11,5,56892,1
4912,493,4,6,31513,2
4913,571,3,1,34706,2
4914,599,1,2,141948,0
4915,883,9,7,39508,1
4916,495,8,5,117773,0
4917,630,1,4,164979,1
4918,785,2,6,24799,1
4919,798,1,6,121578,2
4920,699,1,6,195194,0
4921,696,9,1,53054,3
4922,399,5,4,117705,0
4923,380,3,6,84138,3
4924,316,2,1,160958,4
4925,511,8,1,101216,1
4926,425,8,3,115416,0
4927,429,6,4,106092,1
4928,834,2,7,120324,0
4929,513,11,2,130899,4
4930,428,1,1,191852,0
4931,823,6,2,33732,4
4932,761,1,5,141716,1
4933,356,6,1,199325,2
4934,897,10,6,167039,3
4935,573,2,1,133500,1
4936,638,7,6,198919,2
4937,442,10,1,40044,1
4938,722,2,6,175821,1
4939,633,2,2,135178,0
4940,432,6,3,130615,4
4941,563,4,7,167754,4
4942,446,6,4,83673,0
4943,735,8,1,32063,0
4944,311,11,4,148939,1
4945,354,10,6,181611,4
4946,529,3,4,75272,1
4947,421,5,6,3965,2
4948,532,5,4,172018,2
4949,461,10,6,54828,0
4950,893,9,2,116849,4
4951,858,7,6,87146,2
4952,799,9,4,191074,4
4953,478,8,5,185685,4
4954,661,3,7,17804,3
4955,507,2,6,103823,2
4956,851,3,2,193403,2
4957,731,6,2,23258,1
4958,755,11,5,160838,1
4959,803,10,3,116873,4
4960,453,4,3,87850,0
4961,637,11,6,51971,1
4962,592,1,1,115024,1
4963,735,10,3,113860,4
4964,695,10,7,181131,2
4965,465,9,1,51082,1
4966,751,6,7,63120,0
4967,835,1,4,61730,4
4968,700,3,1,149809,2
4969,414,11,3,67192,3
4970,650,11,1,187653,0
4971,559,1,2,84125,2
4972,525,9,7,184091,4
4973,785,4,3,107951,3
4974,430,2,7,6014,0
4975,563,4,1,36258,1
4976,823,2,3,198482,1
4977,480,6,7,12299,0
4978,648,6,5,136235,1
4979,770,11,3,27009,4
4980,460,7,7,195542,0
4981,413,9,5,102496,0
4982,317,11,1,130740,1
4983,403,9,5,197541,0
4984,485,4,3,160677,3
4985,641,9,2,57875,0
4986,761,8,5,56777,1
4987,442,1,3,146696,1
4988,752,7,2,105301,1
4989,750,7,4,50726,1
4990,361,10,6,92207,4
4991,895,4,5,53047,1
4992,575,7,5,107785,3
4993,594,11,1,195926,0
4994,428,11,4,187394,2
4995,663,11,1,118155,2
4996,366,11,1,163691,4
4997,346,10,3,68124,2
4998,673,10,7,56025,1
4999,436,5,1,158126,2
5000,394,5,7,173836,3
