id,age,gender,education,employment_type,annual_income,loan_amount,loan_term,purpose,home_ownership,dependents
401,60,Female,Master,Salaried,102018,5393,36,Car,Mortgaged,1
402,36,Male,Bachelor,Salaried,120592,66775,48,Personal,Owned,1
403,33,Male,Diploma,Salaried,111626,148128,24,Education,Mortgaged,1
404,62,Female,High School,Business,106217,50909,48,Home,Owned,5
405,50,Male,Bachelor,Self-Employed,183324,57906,60,Car,Rented,1
406,39,Male,High School,Self-Employed,224404,102435,48,Education,Mortgaged,4
407,37,Female,Bachelor,Business,92799,91290,48,Car,Mortgaged,2
408,39,Male,Diploma,Business,82185,49389,60,Personal,Rented,3
409,48,Female,Diploma,Salaried,229385,25905,48,Car,Owned,1
410,46,Female,Diploma,Salaried,61538,62557,60,Personal,Owned,4
411,57,Female,Master,Business,40343,121814,24,Personal,Mortgaged,0
412,46,Female,High School,Salaried,231470,89752,60,Personal,Owned,3
413,43,Female,Master,Self-Employed,192304,9574,24,Home,Owned,1
414,29,Male,Bachelor,Self-Employed,140026,93291,24,Education,Mortgaged,1
415,32,Male,High School,Salaried,73106,101777,60,Personal,Owned,3
416,21,Male,Diploma,Salaried,134322,29737,48,Personal,Owned,3
417,21,Male,High School,Salaried,101227,28390,36,Car,Mortgaged,1
418,54,Female,Diploma,Self-Employed,204151,96612,60,Education,Mortgaged,4
419,52,Female,Master,Salaried,176100,57330,48,Home,Owned,0
420,45,Male,Master,Business,62135,76082,24,Home,Mortgaged,4
421,60,Female,Diploma,Salaried,182138,26037,12,Car,Owned,5
422,21,Male,Diploma,Business,139599,121668,36,Home,Owned,2
423,36,Male,Bachelor,Salaried,249789,124229,48,Car,Owned,2
424,59,Male,Master,Salaried,103470,101342,36,Education,Owned,2
425,25,Female,Master,Self-Employed,40910,94928,12,Car,Mortgaged,1
426,42,Female,Bachelor,Business,158213,33087,12,Car,Mortgaged,0
427,49,Female,Master,Business,65950,114844,12,Personal,Rented,0
428,23,Female,Diploma,Business,206795,17803,60,Home,Mortgaged,5
429,32,Male,High School,Self-Employed,36225,71761,36,Education,Rented,1
430,46,Female,High School,Business,238195,133574,60,Education,Owned,1
431,36,Female,Master,Self-Employed,52959,83579,12,Personal,Mortgaged,1
432,57,Female,Bachelor,Salaried,69192,41764,48,Car,Owned,0
433,42,Male,Diploma,Salaried,99711,52055,12,Education,Rented,1
434,49,Male,High School,Business,161123,56599,60,Education,Mortgaged,3
435,34,Female,Diploma,Salaried,222500,87787,12,Car,Mortgaged,3
436,48,Female,Master,Salaried,23449,44720,12,Car,Mortgaged,3
437,25,Female,Master,Business,192167,98120,60,Education,Mortgaged,1
438,50,Female,High School,Salaried,124213,132976,60,Car,Owned,3
439,25,Male,Master,Business,229001,119067,48,Home,Mortgaged,5
440,32,Female,Bachelor,Business,180262,18219,60,Education,Rented,1
441,36,Female,Master,Salaried,120245,113508,48,Car,Mortgaged,5
442,46,Female,Master,Salaried,117069,95351,24,Education,Rented,3
443,46,Male,Master,Salaried,177213,53865,24,Education,Rented,1
444,41,Male,Diploma,Salaried,43908,59457,60,Personal,Owned,4
445,59,Female,Diploma,Salaried,124847,95159,12,Home,Mortgaged,2
446,56,Female,High School,Self-Employed,140910,98391,36,Home,Rented,4
447,53,Female,High School,Salaried,183394,55400,12,Personal,Mortgaged,2
448,50,Female,High School,Self-Employed,201782,41258,60,Personal,Owned,2
449,57,Female,Master,Business,34012,116466,48,Education,Owned,3
450,43,Male,Diploma,Salaried,185961,82264,12,Home,Mortgaged,2
451,30,Male,Bachelor,Salaried,37412,146234,24,Personal,Rented,2
452,25,Male,Master,Salaried,247222,113877,60,Car,Owned,4
453,56,Female,Master,Business,130030,16338,12,Education,Rented,2
454,54,Male,Master,Self-Employed,44657,16675,12,Home,Rented,1
455,51,Male,Bachelor,Self-Employed,25656,94606,48,Education,Mortgaged,5
456,30,Male,High School,Salaried,160039,25080,48,Education,Owned,5
457,39,Female,Bachelor,Salaried,236030,18936,48,Car,Mortgaged,1
458,52,Female,High School,Salaried,166836,15019,36,Car,Mortgaged,3
459,21,Male,Bachelor,Salaried,35873,93304,60,Personal,Mortgaged,4
460,25,Female,Diploma,Business,114485,9486,60,Car,Rented,0
461,24,Male,Master,Salaried,129383,87021,24,Home,Mortgaged,5
462,36,Male,Master,Business,202102,123411,24,Personal,Owned,4
463,44,Male,Master,Salaried,218879,56697,60,Home,Rented,5
464,36,Male,High School,Self-Employed,21607,60998,12,Home,Mortgaged,0
465,22,Female,Bachelor,Self-Employed,170595,114537,60,Personal,Owned,2
466,48,Female,Diploma,Salaried,68447,102816,36,Car,Mortgaged,0
467,52,Female,Bachelor,Salaried,69757,31576,24,Education,Mortgaged,2
468,47,Female,Master,Business,244598,113064,24,Car,Mortgaged,5
469,40,Male,Diploma,Salaried,89201,86238,24,Home,Rented,4
470,44,Female,Diploma,Salaried,148765,130885,60,Home,Mortgaged,4
471,32,Male,Master,Salaried,232916,70729,24,Personal,Owned,3
472,55,Female,Bachelor,Self-Employed,222460,95853,24,Home,Mortgaged,5
473,53,Female,Master,Business,25462,126992,60,Personal,Mortgaged,3
474,53,Female,Bachelor,Self-Employed,136832,34144,12,Personal,Rented,5
475,63,Male,Diploma,Business,182867,130143,24,Car,Mortgaged,2
476,57,Male,Diploma,Self-Employed,220878,82148,24,Home,Owned,5
477,32,Male,Master,Salaried,68465,24307,24,Car,Owned,5
478,23,Male,Diploma,Self-Employed,212181,65598,36,Education,Mortgaged,2
479,21,Female,High School,Self-Employed,110027,96810,60,Car,Owned,1
480,53,Male,Diploma,Business,70528,107870,24,Home,Owned,1
481,60,Male,High School,Business,56230,77131,36,Education,Mortgaged,5
482,30,Female,Diploma,Self-Employed,68242,99138,12,Home,Owned,1
483,63,Female,Master,Business,216955,108412,12,Education,Owned,4
484,64,Male,Master,Business,134688,39551,36,Home,Mortgaged,5
485,49,Female,High School,Business,249438,47926,12,Car,Rented,0
486,33,Male,Master,Business,21783,95214,48,Home,Rented,2
487,32,Female,Diploma,Business,48390,92750,12,Personal,Mortgaged,3
488,51,Male,Diploma,Self-Employed,159489,43599,48,Personal,Rented,2
489,22,Male,Master,Business,92102,114490,36,Car,Rented,5
490,55,Male,Diploma,Salaried,37426,98330,48,Car,Rented,0
491,43,Male,Bachelor,Self-Employed,50750,27593,12,Education,Rented,2
492,37,Male,Bachelor,Self-Employed,78188,114865,24,Car,Mortgaged,3
493,46,Female,Diploma,Self-Employed,30872,137192,48,Personal,Rented,3
494,28,Male,Master,Business,114231,48638,12,Car,Rented,0
495,49,Male,High School,Salaried,149860,10193,24,Personal,Mortgaged,3
496,46,Male,Master,Business,199158,20213,36,Car,Mortgaged,4
497,30,Male,High School,Self-Employed,86770,84766,36,Personal,Rented,3
498,46,Male,Master,Self-Employed,245440,146112,60,Education,Owned,0
499,54,Female,Diploma,Self-Employed,144158,34949,36,Home,Mortgaged,0
500,61,Female,Bachelor,Self-Employed,103514,139599,60,Home,Mortgaged,2
501,27,Male,Master,Business,239249,107433,36,Personal,Rented,3
502,24,Female,High School,Salaried,112663,30412,36,Car,Owned,3
503,31,Male,Bachelor,Salaried,185792,147876,36,Car,Mortgaged,5
504,49,Female,High School,Self-Employed,169151,51545,60,Home,Mortgaged,5
505,56,Female,Diploma,Salaried,168410,81519,60,Personal,Mortgaged,0
506,45,Male,Bachelor,Self-Employed,154363,101093,48,Car,Owned,5
507,41,Female,High School,Self-Employed,225156,99324,12,Home,Mortgaged,2
508,56,Female,Master,Salaried,132808,8768,12,Personal,Mortgaged,2
509,30,Male,Diploma,Self-Employed,130091,6504,12,Education,Owned,4
510,57,Male,Diploma,Salaried,119272,72986,36,Car,Mortgaged,4
511,29,Female,Diploma,Self-Employed,69393,121721,12,Car,Owned,0
512,44,Female,Master,Salaried,113558,13002,60,Personal,Owned,2
513,55,Female,Master,Self-Employed,89770,80427,48,Home,Owned,2
514,55,Male,Bachelor,Salaried,46720,43787,24,Personal,Rented,4
515,56,Female,Master,Self-Employed,33368,18898,48,Home,Mortgaged,5
516,38,Female,Bachelor,Self-Employed,205385,146544,12,Personal,Mortgaged,4
517,59,Female,Diploma,Self-Employed,67969,85800,12,Education,Mortgaged,0
518,52,Male,Bachelor,Salaried,68838,114023,60,Car,Owned,2
519,44,Male,High School,Business,28734,131718,48,Home,Rented,0
520,43,Male,Diploma,Self-Employed,127187,38743,60,Education,Owned,4
521,52,Male,Diploma,Self-Employed,119329,135864,60,Personal,Mortgaged,3
522,57,Female,Bachelor,Salaried,163269,21868,24,Home,Owned,4
523,32,Male,Diploma,Self-Employed,88895,7080,60,Home,Rented,2
524,33,Female,Master,Self-Employed,140424,149848,60,Education,Mortgaged,0
525,43,Female,High School,Self-Employed,207903,68271,24,Personal,Owned,5
526,45,Female,Bachelor,Self-Employed,121255,82585,36,Education,Rented,5
527,55,Female,Bachelor,Business,78073,129147,36,Personal,Owned,2
528,61,Male,Diploma,Business,223997,20628,24,Education,Owned,4
529,50,Male,Master,Self-Employed,231560,130850,60,Education,Mortgaged,4
530,37,Male,Diploma,Self-Employed,245683,144337,12,Education,Rented,1
531,40,Male,Diploma,Self-Employed,235547,133872,48,Education,Owned,4
532,45,Male,Bachelor,Business,201374,17460,12,Personal,Rented,2
533,42,Female,Diploma,Business,35624,8477,12,Car,Mortgaged,0
534,33,Male,High School,Salaried,218343,7202,60,Education,Mortgaged,0
535,39,Male,Diploma,Salaried,44315,118846,48,Personal,Mortgaged,1
536,56,Male,Diploma,Self-Employed,37422,94410,48,Car,Rented,5
537,32,Male,Bachelor,Self-Employed,190209,111753,36,Home,Rented,2
538,61,Female,Diploma,Business,92663,16850,24,Home,Owned,4
539,39,Female,Master,Self-Employed,121216,138878,60,Education,Rented,3
540,32,Female,Bachelor,Self-Employed,199304,143235,48,Home,Mortgaged,0
541,29,Female,Diploma,Business,229214,99368,60,Education,Owned,2
542,27,Female,High School,Business,52743,5185,36,Education,Rented,1
543,48,Male,High School,Business,166708,29718,12,Car,Mortgaged,3
544,34,Female,Bachelor,Business,241956,23458,48,Home,Mortgaged,5
545,51,Female,Bachelor,Salaried,30108,135293,36,Education,Owned,2
546,39,Female,Diploma,Business,224706,127342,60,Home,Mortgaged,4
547,36,Male,Master,Business,56180,81820,36,Car,Rented,5
548,25,Male,Diploma,Self-Employed,38883,109014,36,Home,Mortgaged,0
549,55,Female,High School,Self-Employed,64400,86234,36,Car,Owned,4
550,32,Male,Master,Self-Employed,197071,134282,36,Car,Mortgaged,1
551,45,Male,Master,Salaried,67951,14102,36,Car,Mortgaged,0
552,41,Female,Master,Business,158232,72107,36,Education,Rented,3
553,56,Male,Diploma,Business,75262,131328,24,Personal,Rented,0
554,43,Male,High School,Salaried,171001,89079,60,Education,Rented,4
555,36,Male,Bachelor,Business,103133,134169,12,Home,Rented,5
556,59,Female,Diploma,Self-Employed,162195,99437,60,Education,Mortgaged,2
557,62,Female,Bachelor,Salaried,135106,84570,48,Education,Rented,2
558,59,Female,Master,Business,179429,97656,48,Personal,Mortgaged,2
559,34,Male,Master,Salaried,90496,123301,60,Home,Rented,1
560,51,Female,Diploma,Salaried,184628,43795,36,Car,Rented,1
561,25,Male,High School,Business,234863,56425,24,Car,Rented,2
562,55,Male,Master,Self-Employed,81934,62402,12,Home,Mortgaged,3
563,43,Male,Bachelor,Business,98886,108127,36,Education,Rented,4
564,49,Female,Bachelor,Business,50881,54649,60,Personal,Mortgaged,3
565,63,Female,Diploma,Self-Employed,38409,100117,60,Personal,Rented,2
566,31,Female,Bachelor,Business,206488,83156,24,Home,Rented,4
567,38,Female,High School,Business,118171,93340,24,Home,Owned,1
568,32,Male,Master,Business,219054,35568,60,Education,Rented,0
569,29,Female,Bachelor,Salaried,181729,13912,36,Personal,Mortgaged,0
570,30,Male,Bachelor,Salaried,237815,55426,36,Home,Owned,4
571,64,Female,Master,Salaried,68951,115363,36,Education,Mortgaged,3
572,37,Female,Diploma,Business,28752,148416,12,Education,Mortgaged,4
573,58,Female,Bachelor,Self-Employed,137339,7355,12,Home,Owned,3
574,27,Male,Diploma,Salaried,164512,101429,36,Personal,Rented,5
575,33,Male,Diploma,Self-Employed,64864,116151,60,Car,Owned,3
576,60,Male,Bachelor,Business,200763,43526,24,Education,Mortgaged,0
577,62,Male,High School,Salaried,92035,23088,48,Car,Rented,1
578,29,Male,Diploma,Business,106675,70377,24,Education,Owned,2
579,47,Female,Bachelor,Self-Employed,231375,66788,24,Personal,Mortgaged,1
580,22,Male,Diploma,Salaried,42343,56529,48,Car,Rented,2
581,25,Male,Master,Salaried,244320,117833,36,Home,Mortgaged,5
582,49,Male,High School,Salaried,39673,108578,24,Education,Rented,0
583,57,Male,High School,Salaried,211026,44177,48,Home,Rented,2
584,58,Female,Master,Self-Employed,205770,121903,60,Home,Owned,5
585,39,Male,Master,Salaried,115024,44056,60,Personal,Rented,3
586,28,Female,Diploma,Business,46520,71421,60,Home,Mortgaged,4
587,21,Female,Master,Salaried,35784,44685,36,Education,Rented,2
588,42,Female,High School,Self-Employed,137446,73590,24,Home,Mortgaged,1
589,37,Male,Master,Salaried,58079,13977,24,Home,Rented,0
590,27,Female,Bachelor,Self-Employed,64220,95568,12,Education,Rented,0
591,45,Male,Bachelor,Self-Employed,171563,53967,60,Home,Owned,5
592,24,Male,Diploma,Business,132878,79072,36,Personal,Rented,4
593,56,Male,High School,Salaried,136583,26500,48,Education,Rented,3
594,26,Male,Bachelor,Salaried,68720,120475,36,Personal,Mortgaged,3
595,51,Male,Master,Salaried,34718,15011,24,Home,Mortgaged,0
596,39,Female,Bachelor,Business,186669,144968,60,Car,Mortgaged,3
597,64,Female,Bachelor,Business,81217,100335,12,Personal,Rented,5
598,59,Male,Diploma,Self-Employed,249423,5814,36,Personal,Mortgaged,4
599,47,Female,Master,Self-Employed,120668,25150,12,Home,Mortgaged,0
600,30,Male,Master,Self-Employed,177904,8825,24,Car,Rented,3
601,46,Female,Master,Business,205890,55368,48,Education,Mortgaged,2
602,39,Female,Diploma,Business,248470,80535,36,Car,Owned,2
603,59,Female,Master,Business,163936,91390,24,Education,Owned,5
604,23,Female,Master,Self-Employed,108378,110076,60,Home,Mortgaged,3
605,33,Female,Bachelor,Business,28177,62899,36,Car,Mortgaged,2
606,48,Male,Bachelor,Self-Employed,197187,27601,12,Home,Mortgaged,4
607,40,Male,Master,Self-Employed,142318,146749,36,Personal,Rented,1
608,48,Female,High School,Salaried,207282,128355,24,Car,Owned,4
609,28,Male,High School,Salaried,203026,96450,24,Education,Owned,5
610,61,Female,Master,Salaried,131145,133424,12,Personal,Mortgaged,4
611,59,Male,High School,Self-Employed,162916,130451,24,Education,Mortgaged,3
612,21,Female,Diploma,Salaried,225202,71097,36,Personal,Rented,4
613,23,Female,Bachelor,Salaried,33418,71741,12,Education,Rented,3
614,33,Female,Diploma,Salaried,185926,66377,24,Education,Owned,0
615,48,Male,Bachelor,Business,239716,148111,24,Home,Rented,3
616,45,Male,High School,Self-Employed,227027,50161,36,Personal,Owned,5
617,53,Female,High School,Salaried,108075,17987,24,Home,Mortgaged,3
618,58,Female,Master,Business,195022,10239,36,Home,Mortgaged,0
619,26,Male,High School,Business,85227,49785,60,Home,Owned,1
620,64,Male,High School,Business,163907,28358,36,Home,Mortgaged,5
621,52,Male,Master,Salaried,37533,119759,48,Education,Rented,0
622,41,Male,Master,Business,246123,14096,24,Home,Mortgaged,3
623,36,Male,Bachelor,Self-Employed,121457,52582,60,Home,Mortgaged,5
624,41,Female,High School,Business,127504,116595,12,Home,Owned,2
625,31,Male,Bachelor,Business,238930,106494,48,Education,Rented,3
626,57,Female,Bachelor,Business,161295,74484,12,Personal,Rented,0
627,56,Female,Diploma,Business,144202,6287,48,Education,Mortgaged,3
628,55,Male,High School,Self-Employed,30273,28902,60,Education,Mortgaged,0
629,39,Male,High School,Salaried,53519,61188,60,Education,Rented,4
630,40,Female,Diploma,Self-Employed,175232,117894,60,Personal,Rented,1
631,38,Male,Bachelor,Self-Employed,147024,86204,48,Home,Owned,1
632,61,Female,High School,Salaried,225457,137844,36,Home,Mortgaged,5
633,34,Male,Bachelor,Business,144540,131800,12,Personal,Mortgaged,0
634,35,Male,Diploma,Salaried,242264,63293,36,Personal,Rented,1
635,51,Male,Master,Salaried,200060,12213,36,Car,Owned,2
636,21,Female,Bachelor,Self-Employed,161420,19941,24,Home,Rented,5
637,23,Male,High School,Salaried,103460,100881,12,Education,Mortgaged,2
638,36,Female,Master,Business,124471,31855,48,Education,Mortgaged,1
639,43,Male,Bachelor,Self-Employed,124668,126739,24,Home,Mortgaged,0
640,31,Female,Bachelor,Business,87519,6046,24,Personal,Mortgaged,5
641,32,Male,Master,Self-Employed,110426,19909,60,Car,Owned,2
642,30,Female,Master,Business,34629,121853,48,Education,Mortgaged,1
643,52,Female,Master,Salaried,69056,99135,36,Car,Rented,3
644,36,Female,High School,Salaried,31273,76255,36,Education,Owned,2
645,28,Female,High School,Salaried,140484,111378,36,Education,Owned,4
646,58,Female,Bachelor,Business,117275,15352,60,Home,Mortgaged,5
647,32,Female,Bachelor,Self-Employed,191488,101421,36,Education,Owned,2
648,44,Male,Diploma,Self-Employed,158966,85539,12,Car,Mortgaged,5
649,48,Female,High School,Self-Employed,66073,14223,36,Car,Owned,1
650,28,Female,Bachelor,Salaried,65693,83254,36,Home,Owned,1
651,48,Female,Master,Business,202538,71851,12,Education,Rented,5
652,56,Male,Master,Self-Employed,44343,55044,60,Car,Rented,1
653,46,Male,High School,Business,63095,95218,24,Personal,Rented,0
654,28,Male,Master,Self-Employed,182246,90000,48,Home,Owned,5
655,48,Female,Diploma,Salaried,201873,112240,60,Personal,Rented,0
656,48,Male,Bachelor,Business,142388,149839,36,Car,Rented,5
657,57,Male,Bachelor,Self-Employed,223508,36028,24,Personal,Rented,3
658,61,Female,Bachelor,Self-Employed,134441,52953,48,Home,Owned,3
659,56,Female,High School,Self-Employed,220408,62965,48,Personal,Mortgaged,2
660,47,Male,Master,Self-Employed,120782,74776,48,Car,Rented,1
661,37,Female,Diploma,Salaried,193998,36459,12,Personal,Owned,3
662,29,Female,High School,Self-Employed,92590,95932,12,Personal,Owned,1
663,53,Female,Bachelor,Self-Employed,189899,87331,24,Personal,Mortgaged,2
664,40,Female,Diploma,Salaried,128263,72982,36,Education,Rented,0
665,33,Male,Bachelor,Self-Employed,195847,139418,24,Car,Owned,3
666,48,Female,Bachelor,Business,192273,119773,36,Personal,Owned,4
667,49,Male,High School,Business,49373,45517,60,Car,Owned,4
668,33,Male,Bachelor,Self-Employed,47525,74678,48,Personal,Mortgaged,4
669,55,Male,Diploma,Salaried,147716,117491,48,Home,Rented,4
670,26,Male,Bachelor,Salaried,124513,77623,12,Home,Owned,4
671,38,Female,Master,Salaried,223723,102409,60,Home,Owned,4
672,25,Female,Bachelor,Self-Employed,149401,53575,60,Personal,Owned,4
673,45,Female,High School,Self-Employed,116643,113501,36,Car,Owned,3
674,22,Male,Diploma,Business,181558,50039,60,Home,Rented,4
675,30,Male,High School,Salaried,229676,85260,12,Education,Rented,5
676,50,Male,Master,Self-Employed,169712,60871,36,Home,Owned,5
677,25,Female,Bachelor,Self-Employed,117694,125773,24,Home,Owned,4
678,53,Male,High School,Self-Employed,212527,65693,36,Education,Owned,2
679,21,Female,High School,Salaried,56136,36433,24,Home,Mortgaged,3
680,38,Female,High School,Salaried,213497,79797,36,Personal,Mortgaged,5
681,52,Female,High School,Business,76539,20804,48,Personal,Mortgaged,2
682,31,Female,Master,Salaried,232736,50101,24,Home,Owned,1
683,41,Male,Master,Self-Employed,176014,83363,12,Car,Mortgaged,4
684,46,Female,Bachelor,Business,88363,112904,24,Car,Rented,0
685,45,Male,Bachelor,Salaried,209668,49700,24,Home,Mortgaged,4
686,42,Female,Diploma,Salaried,101526,119952,36,Education,Owned,4
687,47,Male,Master,Salaried,55255,82576,48,Personal,Rented,2
688,33,Male,High School,Salaried,213201,24477,36,Personal,Owned,1
